YEAR,COUNTRY,AGEGROUP,SEX,Display Value
2000,BFA,AGE50-54,MLE,0.017692
2012,WSM,AGE55-59,MLE,0.014507
2012,ECU,AGE100PLUS,FMLE,0.413016
1990,ZAF,AGE15-19,MLE,0.002002
2012,KAZ,AGE30-34,MLE,0.004727
2000,USA,AGE100PLUS,MLE,0.457445
2012,LBN,AGE35-39,MLE,0.000628
1990,SEN,AGE80-84,MLE,0.186
2000,VNM,AGE20-24,MLE,0.002
2013,AUT,AGE95-99,FMLE,0.298337
2013,GHA,AGE60-64,FMLE,0.017599
2012,ECU,AGE55-59,FMLE,0.005326
2012,USA,AGE25-29,MLE,0.001302
1990,ARE,AGE20-24,FMLE,0.000547
2012,MEX,AGE75-79,MLE,0.052017
2013,AFG,AGE10-14,MLE,0.001222
2000,AFG,AGE55-59,FMLE,0.017184
2013,SLB,AGE70-74,FMLE,0.047186
2013,CHL,AGE55-59,FMLE,0.004108
2012,SYR,AGE50-54,FMLE,0.00412
2013,VNM,AGE95-99,FMLE,0.195212
1990,,AGE5-9,MLE,0.000931
2013,SEN,AGE30-34,MLE,0.003545
2000,MKD,AGE80-84,MLE,0.127058
2000,NLD,AGE45-49,FMLE,0.002337
1990,SRB,AGELT1,MLE,0.026407
1990,BLZ,AGE20-24,MLE,0.001156
2013,EST,AGE80-84,FMLE,0.061533
2012,PRK,AGE25-29,MLE,0.00214
1990,WSM,AGE65-69,FMLE,0.032508
2012,TCD,AGE30-34,MLE,0.007926
2000,SVK,AGE70-74,FMLE,0.031258
1990,CRI,AGE60-64,FMLE,0.009981
1990,URY,AGE40-44,MLE,0.004
1990,GEO,AGE15-19,FMLE,0.000423
2012,NPL,AGE75-79,FMLE,0.079289
1990,,AGE20-24,FMLE,0.001088
2013,BFA,AGE60-64,MLE,0.02822
2000,MKD,AGE20-24,FMLE,0.000461
1990,BLZ,AGE1-4,MLE,0.002
1990,UZB,AGE60-64,FMLE,0.017
2012,PLW,AGE50-54,FMLE,0.00505
2000,KNA,AGE35-39,MLE,0.005
1990,MEX,AGE65-69,MLE,0.02826
2000,ISL,AGE45-49,MLE,0.002245
2000,COL,AGELT1,MLE,0.024429
2012,GMB,AGE75-79,FMLE,0.079672
2012,NIU,AGE80-84,MLE,0.140107
2012,COM,AGE50-54,FMLE,0.009998
2013,HRV,AGE30-34,MLE,0.000937
2000,AUS,AGE1-4,MLE,0.000303
1990,AGO,AGE50-54,MLE,0.022
2000,SEN,AGE40-44,FMLE,0.005258
1990,GAB,AGE100PLUS,MLE,0.571595
2000,CUB,AGE70-74,FMLE,0.024182
2013,TTO,AGE10-14,MLE,0.000547
1990,AND,AGE15-19,MLE,0.001157
2012,GEO,AGE60-64,FMLE,0.009002
2000,VNM,AGELT1,MLE,0.028723
2013,,AGE95-99,FMLE,0.27703
2012,CUB,AGE30-34,FMLE,0.0006
1990,SYC,AGE95-99,MLE,0.448382
2000,SEN,AGE55-59,MLE,0.017984
1990,HRV,AGE35-39,FMLE,0.001103
2012,POL,AGE85-89,MLE,0.144763
2000,CUB,AGE15-19,MLE,0.000663
2013,SUR,AGE60-64,FMLE,0.007449
1990,UZB,AGE20-24,MLE,0.001628
2000,,AGE10-14,MLE,0.000544
2013,ZMB,AGE80-84,MLE,0.150195
2000,DNK,AGE30-34,MLE,0.00093
2013,SLB,AGE1-4,FMLE,0.001176
1990,PRT,AGE20-24,FMLE,0.00057
2012,,AGE85-89,FMLE,0.188951
1990,ECU,AGE45-49,FMLE,0.004174
2013,ISL,AGE55-59,MLE,0.003901
2000,SMR,AGELT1,MLE,0
2012,UZB,AGE65-69,MLE,0.046084
2012,,AGE90-94,MLE,0.343672
1990,AFG,AGE60-64,FMLE,0.030841
2000,BIH,AGE25-29,MLE,0.001209
2013,SMR,AGE40-44,MLE,0.000559
1990,AFG,AGE75-79,MLE,0.122383
2013,OMN,AGE65-69,MLE,0.028138
2000,ERI,AGE15-19,MLE,0.017106
1990,LBR,AGE40-44,MLE,0.016206
2000,HRV,AGE75-79,FMLE,0.053522
1990,ECU,AGE35-39,MLE,0.004202
2012,KOR,AGE90-94,FMLE,0.156787
2000,MDA,AGE75-79,MLE,0.10415
2012,MUS,AGELT1,FMLE,0.011457
2013,FIN,AGE40-44,FMLE,0.000864
1990,SMR,AGE45-49,FMLE,0.001373
2012,ALB,AGE75-79,FMLE,0.06822
2013,VNM,AGE40-44,MLE,0.004042
2000,CHL,AGE95-99,MLE,0.248
1990,JPN,AGE10-14,MLE,0.000175
2013,PAK,AGE10-14,FMLE,0.000787
2013,CHL,AGE1-4,MLE,0.000353
2012,CHE,AGE85-89,MLE,0.118433
2013,NRU,AGE30-34,FMLE,0.000343
1990,MEX,AGE5-9,FMLE,0.000538
2013,PER,AGE95-99,MLE,0.329076
1990,IRQ,AGE75-79,MLE,0.089
2012,PLW,AGELT1,MLE,0.009726
2012,STP,AGE60-64,FMLE,0.015103
1990,LVA,AGE60-64,MLE,0.032
2013,BWA,AGE5-9,FMLE,0.000684
2013,DJI,AGE90-94,FMLE,0.331682
2013,IRQ,AGE60-64,MLE,0.025289
1990,SLB,AGE10-14,MLE,0.001841
2013,GUY,AGE65-69,MLE,0.056707
2000,PAK,AGE1-4,FMLE,0.007487
2013,STP,AGELT1,FMLE,0.033649
1990,BRA,AGE40-44,MLE,0.006523
2012,CUB,AGE90-94,MLE,0.173803
2000,AZE,AGE1-4,MLE,0.003852
1990,TKM,AGE50-54,FMLE,0.009957
2012,,AGELT1,FMLE,0.009134
1990,HUN,AGE65-69,MLE,0.046
2012,,AGELT1,BTSX,0.005293
2013,BDI,AGE40-44,MLE,0.010446
2012,SMR,AGE1-4,MLE,0.001649
2012,CHE,AGE50-54,MLE,0.003049
2000,NOR,AGE15-19,FMLE,0.00034
2000,EST,AGE15-19,MLE,0.000922
2013,MDA,AGE60-64,FMLE,0.015672
2000,SEN,AGELT1,FMLE,0.066343
2013,,AGELT1,FMLE,0.038064
2013,JAM,AGE55-59,MLE,0.008766
2012,THA,AGE30-34,MLE,0.002385
2000,SLV,AGE70-74,MLE,0.038041
2013,SWZ,AGE60-64,MLE,0.020808
2013,BOL,AGE25-29,FMLE,0.001641
1990,POL,AGE50-54,MLE,0.014
2012,FSM,AGE5-9,MLE,0.00076
2013,BIH,AGE1-4,MLE,0.000242
2012,PLW,AGE5-9,FMLE,0.000375
1990,TON,AGE35-39,FMLE,0.001827
2012,,AGE85-89,BTSX,0.121724
2013,SWZ,AGE95-99,MLE,0.4354
2013,,AGE5-9,FMLE,0.002982
2012,ZAF,AGE25-29,MLE,0.005806
1990,ESP,AGE95-99,FMLE,0.33211
2000,,AGE45-49,MLE,0.012258
1990,EST,AGE20-24,FMLE,0.00071
1990,LVA,AGE15-19,MLE,0.001901
2012,UGA,AGE75-79,FMLE,0.082312
2013,MNG,AGE5-9,FMLE,0.000274
1990,LVA,AGE50-54,MLE,0.016148
2000,,AGELT1,FMLE,0.066154
2013,GRC,AGE60-64,MLE,0.010936
2000,FJI,AGE85-89,FMLE,0.201815
2000,PHL,AGE55-59,MLE,0.017627
2000,ISR,AGE85-89,MLE,0.131849
2012,SYR,AGE5-9,FMLE,0.00094
2000,TKM,AGE1-4,FMLE,0.004
2000,EST,AGE50-54,MLE,0.016993
2000,RUS,AGE1-4,MLE,0.001
2012,BDI,AGE20-24,FMLE,0.004146
2012,COL,AGE100PLUS,FMLE,0.245584
1990,ARM,AGE20-24,MLE,0.001725
2013,TLS,AGE5-9,MLE,0.001008
2013,NLD,AGE70-74,MLE,0.024936
2000,POL,AGE1-4,MLE,0.000328
2013,BIH,AGE35-39,MLE,0.001432
2013,BRA,AGE10-14,MLE,0.000373
2012,GAB,AGE30-34,MLE,0.005603
2012,,AGE10-14,BTSX,0.00016
1990,MDV,AGE25-29,MLE,0.002125
2000,BLZ,AGE80-84,FMLE,0.091254
1990,KOR,AGE70-74,MLE,0.064462
1990,GNB,AGE70-74,FMLE,0.069439
1990,LKA,AGE20-24,MLE,0.005561
2000,IRQ,AGE45-49,MLE,0.005
1990,LTU,AGE1-4,MLE,0.001
1990,BOL,AGE90-94,FMLE,0.296198
1990,IND,AGE95-99,MLE,0.294655
2012,LCA,AGE45-49,FMLE,0.002182
2012,ZAF,AGE1-4,FMLE,0.002807
2013,BIH,AGE55-59,FMLE,0.005297
2000,YEM,AGE90-94,FMLE,0.314
2013,TLS,AGE95-99,FMLE,0.425642
2000,SVK,AGE50-54,MLE,0.012191
2012,TUR,AGE10-14,MLE,0.000867
2012,GAB,AGELT1,MLE,0.048813
2000,AUT,AGELT1,MLE,0.005134
1990,TON,AGE15-19,MLE,0.001174
2012,,AGE70-74,BTSX,0.029471
2013,MOZ,AGE40-44,MLE,0.016789
2000,CHL,AGE70-74,MLE,0.042075
2012,,AGE75-79,MLE,0.048282
1990,,AGE45-49,MLE,0.013513
2012,NGA,AGE5-9,MLE,0.005652
2012,PRK,AGE80-84,FMLE,0.118483
2012,MRT,AGE85-89,MLE,0.280573
1990,ZMB,AGE5-9,FMLE,0.00673
2000,PLW,AGE1-4,FMLE,0.001135
2000,,AGE65-69,BTSX,0.037107
2000,HUN,AGE20-24,MLE,0.001
1990,VEN,AGE90-94,FMLE,0.213504
2012,SYR,AGE30-34,MLE,0.010166
2013,GEO,AGE55-59,MLE,0.012416
2012,FSM,AGE60-64,FMLE,0.016567
2000,NLD,AGE70-74,MLE,0.039348
2000,BHS,AGE100PLUS,MLE,0.772083
2013,BIH,AGE90-94,FMLE,0.210578
1990,MCO,AGELT1,FMLE,0.005896
1990,LKA,AGE40-44,FMLE,0.002355
2012,LCA,AGE80-84,FMLE,0.05954
2000,SDN,AGE50-54,MLE,0.012902
2013,COG,AGE65-69,MLE,0.033808
1990,LVA,AGE35-39,FMLE,0.00155
2012,GRC,AGE10-14,MLE,0.000109
2013,TLS,AGE60-64,FMLE,0.017173
2013,MAR,AGE80-84,FMLE,0.121375
2000,SUR,AGELT1,MLE,0.016643
2000,ARM,AGE70-74,MLE,0.066079
1990,TON,AGE50-54,MLE,0.018102
2012,IDN,AGE75-79,FMLE,0.071062
1990,LBY,AGE75-79,MLE,0.093124
2013,KEN,AGE25-29,FMLE,0.004812
2012,CRI,AGE50-54,MLE,0.004675
2013,TKM,AGE90-94,MLE,0.235626
2000,BFA,AGE15-19,MLE,0.003242
2012,PRY,AGE25-29,MLE,0.001916
1990,GNQ,AGE20-24,MLE,0.007312
2000,FJI,AGE30-34,MLE,0.002763
1990,NER,AGE90-94,FMLE,0.4168
2000,FJI,AGELT1,MLE,0.02343
2012,POL,AGE60-64,FMLE,0.008733
2013,TKM,AGE55-59,MLE,0.025051
1990,IRN,AGE60-64,FMLE,0.023144
2012,DNK,AGE80-84,MLE,0.083173
1990,LAO,AGE75-79,MLE,0.113995
2013,SYC,AGE65-69,MLE,0.037961
2012,BEN,AGE85-89,MLE,0.29323
2000,COD,AGE50-54,MLE,0.017792
1990,PRY,AGE70-74,FMLE,0.022401
1990,IRN,AGE40-44,MLE,0.005265
2000,FSM,AGE1-4,MLE,0.003146
1990,MCO,AGE20-24,MLE,0.001859
2013,MLI,AGE80-84,MLE,0.181881
2013,COD,AGE1-4,FMLE,0.0121
1990,MOZ,AGE90-94,FMLE,0.365682
2012,MRT,AGE60-64,FMLE,0.017633
1990,ZAF,AGE95-99,MLE,0.459324
2012,MCO,AGE65-69,MLE,0.015442
2000,CMR,AGE65-69,FMLE,0.035705
2012,BLR,AGE80-84,MLE,0.136483
2013,MCO,AGE90-94,FMLE,0.152456
1990,ZMB,AGE75-79,FMLE,0.093659
2013,GEO,AGE90-94,MLE,0.272232
2012,SRB,AGE50-54,MLE,0.009498
2000,VCT,AGE80-84,FMLE,0.08444
1990,BEN,AGE40-44,MLE,0.00791
2013,SWZ,AGE80-84,FMLE,0.135191
2013,NZL,AGE35-39,FMLE,0.000636
1990,KAZ,AGE20-24,MLE,0.002464
1990,,AGE30-34,MLE,0.008281
2012,FSM,AGE25-29,FMLE,0.001578
1990,TUN,AGE5-9,FMLE,0.001
1990,IRN,AGE75-79,MLE,0.097964
2012,ITA,AGE80-84,FMLE,0.044844
2000,,AGE65-69,FMLE,0.022066
2012,LBY,AGE85-89,MLE,0.20192
1990,,AGE75-79,BTSX,0.068788
2013,MOZ,AGE60-64,FMLE,0.021837
1990,LAO,AGE40-44,MLE,0.009366
2012,,AGE45-49,FMLE,0.00342
2012,LCA,AGE25-29,MLE,0.002467
2000,GHA,AGE15-19,FMLE,0.003
1990,BEN,AGE95-99,FMLE,0.510892
2012,IND,AGE60-64,MLE,0.027343
1990,DNK,AGE90-94,FMLE,0.202029
2012,MCO,AGE30-34,MLE,0.001051
2000,TUR,AGE70-74,FMLE,0.029062
1990,IND,AGE15-19,MLE,0.001882
2000,LAO,AGE100PLUS,FMLE,0.540286
2013,VEN,AGE25-29,FMLE,0.000755
1990,NGA,AGE75-79,MLE,0.115326
2000,GTM,AGE15-19,MLE,0.002332
2013,KNA,AGE95-99,MLE,0.441218
2013,VEN,AGE60-64,FMLE,0.008199
2000,BLZ,AGE10-14,FMLE,0.000267
2000,MHL,AGE40-44,FMLE,0.003
2012,ETH,AGE60-64,MLE,0.019793
2013,GNQ,AGE80-84,MLE,0.162409
1990,LBY,AGE95-99,FMLE,0.451378
2012,RWA,AGELT1,FMLE,0.036089
1990,LCA,AGE15-19,MLE,0.001006
1990,GRC,AGE80-84,MLE,0.092467
2012,KEN,AGE20-24,MLE,0.004383
2013,GRD,AGE90-94,MLE,0.284009
2013,ETH,AGE65-69,MLE,0.029976
2013,SRB,AGE30-34,FMLE,0.000495
2013,ETH,AGE30-34,MLE,0.004365
2000,COL,AGE75-79,MLE,0.046523
2013,MRT,AGE10-14,MLE,0.001203
2013,BEN,AGE55-59,MLE,0.017943
2013,PRY,AGE85-89,FMLE,0.100365
2000,MAR,AGE25-29,FMLE,0.001503
2012,NZL,AGE75-79,FMLE,0.024864
2013,GAB,AGE10-14,FMLE,0.00152
2012,PHL,AGE35-39,FMLE,0.002159
2013,,AGE25-29,MLE,0.005078
1990,COD,AGE100PLUS,FMLE,0.593298
2013,ITA,AGE65-69,MLE,0.01373
2012,THA,AGE50-54,FMLE,0.003748
1990,NOR,AGE70-74,MLE,0.046093
2012,COD,AGE55-59,MLE,0.020824
2013,IND,AGE30-34,MLE,0.003087
1990,BLZ,AGE65-69,MLE,0.030882
2012,BLR,AGE55-59,FMLE,0.00708
2000,IND,AGE75-79,FMLE,0.083858
1990,SWZ,AGE65-69,FMLE,0.041432
1990,GNQ,AGE100PLUS,MLE,0.690848
2012,NOR,AGE90-94,FMLE,0.180372
2012,VCT,AGE75-79,MLE,0.068611
1990,BLR,AGE45-49,FMLE,0.00379
2012,SWZ,AGE75-79,FMLE,0.090126
1990,LCA,AGE50-54,MLE,0.007605
2013,,AGE85-89,BTSX,0.132299
2000,PRY,AGE100PLUS,MLE,0.349703
2013,NOR,AGE25-29,FMLE,0.000324
2013,NGA,AGE90-94,MLE,0.384001
2000,SRB,AGE80-84,MLE,0.125951
2000,BEN,AGE45-49,MLE,0.010927
2000,ETH,AGE75-79,FMLE,0.087233
1990,,AGE95-99,BTSX,0.303392
2013,ZAF,AGE85-89,FMLE,0.139245
2013,COL,AGE85-89,MLE,0.089128
2012,ROU,AGE1-4,FMLE,0.000332
2012,TZA,AGE85-89,MLE,0.227059
2012,KNA,AGE20-24,MLE,0.001113
2013,USA,AGE65-69,MLE,0.018862
2000,NZL,AGE5-9,MLE,0.000161
2013,,AGE75-79,BTSX,0.054366
2012,BEN,AGE70-74,FMLE,0.059629
2012,,AGELT1,BTSX,0.013746
2013,BHS,AGE85-89,FMLE,0.138906
2000,,AGE30-34,BTSX,0.010619
2000,ZAF,AGE100PLUS,MLE,0.545852
2000,CHN,AGE55-59,MLE,0.011066
2013,AFG,AGE90-94,MLE,0.350286
2012,GHA,AGE20-24,FMLE,0.002894
2000,CYP,AGE15-19,MLE,0.000859
1990,GEO,AGE40-44,MLE,0.005357
2000,NRU,AGE70-74,MLE,0.046
2013,MRT,AGE65-69,FMLE,0.029414
2012,AGO,AGELT1,MLE,0.116013
2000,TON,AGELT1,FMLE,0.013992
2012,PAN,AGE60-64,FMLE,0.007734
2013,LVA,AGE85-89,FMLE,0.13551
1990,JOR,AGE95-99,MLE,0.464074
2000,ESP,AGE55-59,FMLE,0.003169
1990,ARG,AGE75-79,MLE,0.079604
2013,COL,AGE25-29,FMLE,0.000713
2000,UZB,AGE80-84,MLE,0.125
1990,ALB,AGE45-49,MLE,0.003799
2013,SRB,AGE90-94,MLE,0.219326
2000,LVA,AGE25-29,MLE,0.003
2000,PLW,AGE80-84,FMLE,0.131169
2013,HTI,AGE60-64,FMLE,0.019221
2000,COK,AGE1-4,FMLE,0
2012,MWI,AGE25-29,MLE,0.004469
2000,ITA,AGE40-44,FMLE,0.000992
1990,LUX,AGE20-24,FMLE,0.000336
1990,,AGE25-29,MLE,0.00269
1990,SUR,AGE90-94,FMLE,0.230792
1990,ITA,AGE50-54,MLE,0.005694
2012,BLR,AGE1-4,MLE,0.000382
1990,KHM,AGE95-99,MLE,0.304476
1990,COD,AGE10-14,MLE,0.0043
2013,GBR,AGE25-29,FMLE,0.000301
2012,CZE,AGE80-84,FMLE,0.071393
2000,IND,AGE20-24,MLE,0.002336
2000,SMR,AGE15-19,FMLE,0
2000,HUN,AGE50-54,FMLE,0.006
2000,IRN,AGE80-84,MLE,0.127212
2012,PNG,AGE20-24,FMLE,0.00203
2000,YEM,AGE70-74,MLE,0.066
2013,HUN,AGE70-74,MLE,0.048789
2012,ZWE,AGE1-4,MLE,0.009241
2012,CYP,AGE75-79,FMLE,0.026388
2000,MMR,AGE100PLUS,FMLE,0.56191
2013,NIU,AGE40-44,MLE,0.002946
2013,LKA,AGE90-94,FMLE,0.233681
2013,THA,AGE10-14,FMLE,0.000284
1990,BWA,AGE35-39,FMLE,0.004226
1990,SLE,AGE20-24,MLE,0.011803
2013,TUV,AGE70-74,MLE,0.071441
1990,NAM,AGE100PLUS,MLE,0.514203
2000,FSM,AGE20-24,FMLE,0.001694
1990,MHL,AGE10-14,MLE,0.001341
2012,CHE,AGE5-9,MLE,0.00007
2000,CYP,AGE85-89,MLE,0.220149
2012,BFA,AGE20-24,MLE,0.00417
2000,KNA,AGE45-49,FMLE,0.004
2013,TJK,AGE60-64,FMLE,0.017674
2012,KNA,AGE90-94,MLE,0.317831
1990,POL,AGE50-54,FMLE,0.00488
2013,COM,AGE80-84,MLE,0.159949
2000,GBR,AGE30-34,MLE,0.001074
1990,MDV,AGE90-94,FMLE,0.557868
2000,DOM,AGE70-74,MLE,0.033247
2013,USA,AGE5-9,FMLE,0.000107
2000,SAU,AGE55-59,FMLE,0.006349
2013,SSD,AGE25-29,FMLE,0.00561
2000,ITA,AGE100PLUS,MLE,0.503923
2013,AUS,AGE90-94,MLE,0.185991
2000,GMB,AGE50-54,MLE,0.013653
1990,BRA,AGELT1,MLE,0.059971
2013,EGY,AGE60-64,FMLE,0.014798
2012,COG,AGE25-29,MLE,0.005129
1990,YEM,AGE95-99,FMLE,0.416747
2012,ISL,AGE25-29,FMLE,0.00027
2013,LBY,AGE65-69,FMLE,0.016489
2013,CHL,AGE80-84,MLE,0.077945
2000,IRQ,AGE25-29,FMLE,0.000799
2012,NZL,AGELT1,FMLE,0.004201
1990,LUX,AGE80-84,MLE,0.117052
2000,CIV,AGE50-54,FMLE,0.019903
2000,MNE,AGE20-24,MLE,0.001034
1990,SVK,AGE45-49,MLE,0.009905
2013,NIU,AGE95-99,FMLE,0.366863
2013,PHL,AGE65-69,MLE,0.043466
2000,IRN,AGE60-64,MLE,0.016
1990,FIN,AGE70-74,FMLE,0.026676
2012,TLS,AGE20-24,FMLE,0.00159
2012,MLT,AGE10-14,MLE,0.00009
2013,BRB,AGE1-4,FMLE,0.000282
2000,SMR,AGE75-79,MLE,0.040766
2000,LSO,AGE25-29,FMLE,0.015941
2013,BGR,AGE40-44,FMLE,0.001788
2013,LAO,AGE10-14,MLE,0.000724
2012,MAR,AGE75-79,FMLE,0.071056
1990,VUT,AGE15-19,FMLE,0.001769
2012,,AGE75-79,MLE,0.065046
2000,RUS,AGE40-44,FMLE,0.003
2000,NER,AGE50-54,FMLE,0.0107
2012,ARG,AGE5-9,MLE,0.000232
2013,PLW,AGE10-14,FMLE,0.000295
2000,MDA,AGE95-99,FMLE,0.37985
2012,MNE,AGE80-84,FMLE,0.092654
2012,MUS,AGE20-24,MLE,0.001208
1990,GUY,AGE35-39,FMLE,0.00284
1990,KGZ,AGE70-74,MLE,0.067463
2012,SWE,AGE5-9,FMLE,0.00005
2013,UGA,AGE80-84,FMLE,0.142122
1990,CHL,AGE20-24,MLE,0.00155
1990,MUS,AGE65-69,FMLE,0.023582
2013,MRT,AGE55-59,MLE,0.015548
2000,ZWE,AGELT1,MLE,0.071067
1990,MDV,AGE45-49,FMLE,0.009033
2000,RUS,AGE10-14,MLE,0.001
2012,BDI,AGE1-4,MLE,0.010331
2000,COM,AGE25-29,MLE,0.004304
2013,,AGE95-99,MLE,0.41007
1990,LBR,AGE75-79,MLE,0.132496
1990,MLI,AGE40-44,FMLE,0.009466
1990,EST,AGE10-14,MLE,0.00067
2013,,AGE75-79,BTSX,0.085874
2000,BHS,AGE20-24,MLE,0.001448
2012,BRA,AGE5-9,MLE,0.000303
2000,VNM,AGE15-19,FMLE,0.001
2012,HND,AGE5-9,FMLE,0.000749
2013,LBN,AGE60-64,FMLE,0.005291
2012,,AGELT1,MLE,0.014642
2012,BWA,AGE25-29,MLE,0.003842
1990,DJI,AGE65-69,MLE,0.046207
2000,LAO,AGE1-4,MLE,0.009828
1990,,AGE45-49,MLE,0.005234
2013,NAM,AGE80-84,MLE,0.118749
2013,CMR,AGE10-14,MLE,0.002763
2012,SLV,AGE75-79,MLE,0.053877
2012,BFA,AGE75-79,FMLE,0.110095
2013,NPL,AGE60-64,MLE,0.022914
1990,UZB,AGELT1,FMLE,0.054553
2012,,AGE70-74,FMLE,0.0477
2012,MLI,AGE50-54,FMLE,0.009921
2013,GEO,AGE30-34,FMLE,0.000632
1990,KNA,AGE75-79,MLE,0.122
1990,SAU,AGE40-44,MLE,0.003248
2000,UZB,AGE45-49,FMLE,0.004071
2012,QAT,AGE100PLUS,FMLE,0.34794
2013,SYR,AGE70-74,MLE,0.045106
2012,KGZ,AGE55-59,FMLE,0.009424
2000,PRK,AGELT1,FMLE,0.041496
1990,MHL,AGE65-69,FMLE,0.032377
2000,TJK,AGE75-79,MLE,0.073084
2013,TKM,AGE65-69,FMLE,0.038044
2000,PER,AGE70-74,FMLE,0.029577
2013,LBY,AGE10-14,MLE,0.000277
2000,LBY,AGE55-59,FMLE,0.007943
2012,MHL,AGE75-79,FMLE,0.064967
2012,KEN,AGE25-29,MLE,0.005394
2012,MNG,AGE35-39,FMLE,0.00187
2012,BTN,AGE50-54,MLE,0.010119
2000,COM,AGE80-84,FMLE,0.146977
1990,NRU,AGE60-64,FMLE,0.01
2000,,AGE30-34,BTSX,0.001306
2000,DMA,AGELT1,FMLE,0.010291
1990,KNA,AGE20-24,FMLE,0.001167
2000,TUN,AGE5-9,MLE,0.001
1990,KIR,AGE100PLUS,MLE,0.619492
2012,SMR,AGE90-94,FMLE,0.234366
2000,CIV,AGE40-44,MLE,0.019579
1990,SUR,AGE45-49,FMLE,0.003421
2012,NER,AGE35-39,MLE,0.004513
2000,,AGELT1,MLE,0.009025
1990,ZWE,AGE10-14,FMLE,0.001291
2000,BDI,AGE15-19,FMLE,0.004119
2000,ECU,AGE75-79,MLE,0.055081
2012,SVN,AGE60-64,MLE,0.013585
2000,NRU,AGE55-59,FMLE,0.004297
2000,KOR,AGE50-54,FMLE,0.002738
2013,POL,AGE90-94,MLE,0.211899
2012,JAM,AGE85-89,MLE,0.159657
2012,HUN,AGE5-9,FMLE,0.000079
2012,SUR,AGE20-24,FMLE,0.000678
1990,NRU,AGE40-44,MLE,0.002655
2000,,AGE10-14,FMLE,0.00135
2000,TCD,AGE10-14,FMLE,0.003506
1990,SAU,AGE95-99,FMLE,0.462955
2013,CMR,AGE65-69,FMLE,0.031963
2012,SLB,AGELT1,FMLE,0.023322
2012,NLD,AGE30-34,MLE,0.000616
1990,JAM,AGE75-79,MLE,0.068919
2013,MEX,AGE90-94,FMLE,0.167205
2012,USA,AGE45-49,FMLE,0.002511
2012,AUT,AGE80-84,MLE,0.075501
2000,,AGE80-84,BTSX,0.147947
1990,,AGE95-99,FMLE,0.354823
1990,UGA,AGE45-49,MLE,0.020077
2000,MUS,AGE15-19,MLE,0.00071
1990,STP,AGE40-44,MLE,0.006309
2000,AFG,AGE80-84,MLE,0.17046
2000,USA,AGE75-79,FMLE,0.03691
2013,SMR,AGE5-9,MLE,0
2000,AND,AGELT1,FMLE,0.003447
1990,EST,AGE65-69,FMLE,0.022466
1990,MDA,AGE90-94,FMLE,0.230082
1990,VNM,AGE45-49,FMLE,0.003
2013,GHA,AGE40-44,MLE,0.006293
2013,PRK,AGE5-9,FMLE,0.000653
2000,RUS,AGE70-74,MLE,0.081521
1990,SVN,AGE50-54,MLE,0.010068
2000,GNB,AGE55-59,MLE,0.020552
2012,FIN,AGE1-4,FMLE,0.000127
2013,TCD,AGE1-4,MLE,0.01654
2000,,AGE100PLUS,FMLE,0.545291
2000,,AGE80-84,MLE,0.136949
2000,MEX,AGE45-49,FMLE,0.003033
2012,ZWE,AGE55-59,FMLE,0.011682
1990,ISL,AGE95-99,FMLE,0.277232
2013,PLW,AGE70-74,MLE,0.052465
2012,SEN,AGE60-64,MLE,0.024743
1990,DEU,AGE100PLUS,MLE,0.505987
2012,LBR,AGE25-29,FMLE,0.00336
1990,KGZ,AGE1-4,FMLE,0.003
2000,MHL,AGE35-39,FMLE,0.003
2012,JOR,AGE45-49,FMLE,0.002946
1990,MKD,AGE75-79,MLE,0.080197
2013,KWT,AGE55-59,FMLE,0.003537
2000,MLT,AGE85-89,MLE,0.147925
2000,TJK,AGE50-54,FMLE,0.008388
2012,RUS,AGE85-89,FMLE,0.159273
2000,THA,AGE10-14,MLE,0.001
2012,FIN,AGE25-29,MLE,0.00097
2000,,AGE45-49,BTSX,0.003692
2013,GMB,AGE25-29,MLE,0.004947
2012,ARG,AGE85-89,MLE,0.14222
2012,DOM,AGE85-89,FMLE,0.099818
2013,,AGE95-99,MLE,0.283509
2013,NIC,AGE5-9,MLE,0.000325
1990,COK,AGE20-24,MLE,0.002576
2013,PRT,AGE35-39,FMLE,0.000697
2000,NIU,AGE30-34,MLE,0.002039
2012,,AGE70-74,FMLE,0.021998
2012,,AGE10-14,MLE,0.000389
2000,ZMB,AGE90-94,FMLE,0.301
2012,TTO,AGE5-9,MLE,0.000852
2012,JOR,AGE80-84,FMLE,0.105865
2012,YEM,AGE50-54,MLE,0.012136
1990,RUS,AGE40-44,MLE,0.008
1990,CZE,AGE35-39,FMLE,0.001034
2012,RUS,AGE50-54,FMLE,0.005461
2000,SEN,AGE20-24,FMLE,0.003
2013,CIV,AGE5-9,MLE,0.006179
2012,ALB,AGE90-94,MLE,0.311361
2012,JAM,AGE25-29,FMLE,0.001497
1990,YEM,AGE1-4,MLE,0.01
2000,MKD,AGE100PLUS,FMLE,0.531106
2013,BGD,AGE40-44,MLE,0.0029
2000,USA,AGE55-59,MLE,0.009901
2013,PLW,AGE90-94,FMLE,0.280597
2012,SEN,AGE80-84,FMLE,0.161816
2000,HTI,AGE15-19,FMLE,0.001703
2000,,AGE85-89,FMLE,0.128963
2000,LSO,AGE15-19,MLE,0.002526
2000,AUS,AGE80-84,MLE,0.086388
1990,MNG,AGE70-74,FMLE,0.058235
1990,VUT,AGE40-44,MLE,0.005682
