iso_code,year,rateofoutofschoolM
40372,2005,3.31489
40372,2006,3.16332
40372,2007,3.00574
40372,2008,2.58443
40372,2009,2.3602
40372,2010,2.12039
40372,2011,1.99735
40372,2012,2.13462
40372,2013,2.30644
40359,1975,51.42315
40359,1976,50.66993
40359,1977,48.85929
40359,1978,46.90961
40359,1979,44.24044
40359,1980,42.13595
40359,1981,40.27391
40359,1982,39.10454
40359,1983,38.68203
40359,1984,39.28487
40359,1985,40.30619
40359,1986,41.8252
40359,1987,42.70516
40359,1988,43.48106
40359,1989,42.54679
40359,1990,43.09774
40359,1991,42.26811
40359,1992,42.47886
40359,1993,42.03595
40359,1994,41.58921
40359,1995,40.22605
40359,1996,41.10352
40359,1997,38.71728
40359,1998,37.83207
40359,1999,37.517
40359,2000,35.33828
40359,2001,33.72106
40359,2002,32.2162
40359,2003,29.96522
40359,2004,28.50534
40359,2005,26.32075
40359,2006,24.91438
40359,2007,21.64941
40359,2008,21.02149
40359,2009,20.67086
40359,2010,20.67603
40359,2011,19.90158
40359,2012,19.43163
40359,2013,19.22948
40369,1974,19.46745
40369,1975,19.46858
40369,1976,18.49475
40369,1977,17.47777
40369,1978,16.75065
40369,1979,15.52944
40369,1980,10.97903
40369,1981,10.74169
40369,1982,9.25015
40369,1983,9.66617
40369,1984,9.99555
40369,1985,9.69341
40369,1986,8.60861
40369,1987,7.92256
40369,1988,7.67662
40369,1989,7.82539
40369,1990,7.293
40369,1991,7.24535
40369,1992,7.44609
40369,1993,7.89009
40369,1994,8.2499
40369,1995,7.5269
40369,1996,7.4109
40369,1997,6.91658
40369,1998,6.19316
40369,1999,4.9616
40369,2000,4.61602
40369,2001,4.77399
40369,2002,5.33145
40369,2003,5.73878
40369,2004,6.68676
40369,2005,6.75702
40369,2006,6.58651
40369,2007,5.948
40369,2008,5.83759
40369,2009,6.18172
40369,2010,6.35845
40369,2011,6.97436
40369,2012,6.77305
40369,2013,7.24019
40345,1970,29.84326
40345,1971,29.39005
40345,1972,27.72584
40345,1973,25.1649
40345,1974,24.74053
40345,1975,23.66319
40345,1976,22.96243
40345,1977,22.41578
40345,1978,23.57821
40345,1979,23.47955
40345,1980,22.36235
40345,1981,21.52255
40345,1982,20.97757
40345,1983,19.7475
40345,1984,19.39796
40345,1985,19.28437
40345,1986,18.40845
40345,1987,18.72459
40345,1988,17.20756
40345,1989,15.93622
40345,1990,15.10171
40345,1991,14.77147
40345,1992,14.36513
40345,1993,13.70425
40345,1994,13.19921
40345,1995,13.27767
40345,1996,13.36105
40345,1997,13.53946
40345,1998,14.12023
40345,1999,14.0458
40345,2000,13.10142
40345,2001,13.135
40345,2002,12.69499
40345,2003,11.75288
40345,2004,8.49425
40345,2005,6.55041
40345,2006,5.72239
40345,2007,4.84781
40345,2008,4.95971
40345,2009,5.33916
40345,2010,4.70036
40345,2011,5.63362
40345,2012,5.91266
40345,2013,5.96473
40313,1986,4.13994
40313,1987,2.90872
40313,1988,2.52319
40313,1989,2.71492
40313,1990,2.73371
40313,1991,2.97417
40313,1992,4.57663
40313,1993,6.08614
40313,1994,7.36202
40313,1995,8.79725
40313,1996,9.77716
40313,1997,10.31287
40313,1998,7.72573
40313,1999,5.30014
40313,2000,4.98954
40313,2001,4.65017
40313,2002,4.55212
40313,2003,4.16899
40313,2004,4.55128
40313,2005,4.9685
40313,2006,5.37704
40313,2007,4.1757
40313,2008,4.2246
40313,2009,3.8973
40313,2010,4.07938
40313,2011,4.3408
40313,2012,4.25282
40313,2013,4.16513
40510,1970,20.85765
40510,1971,20.69861
40510,1972,20.05896
40510,1973,18.72755
40510,1974,18.24296
40510,1975,17.49329
40510,1976,16.78919
40510,1977,16.39661
40510,1978,16.59989
40510,1979,16.09061
40510,1980,15.11426
40510,1981,14.63924
40510,1982,14.39574
40510,1983,14.32077
40510,1984,14.36298
40510,1985,14.25793
40510,1986,14.03851
40510,1987,13.9765
40510,1988,13.72376
40510,1989,13.50558
40510,1990,13.39891
40510,1991,13.2195
40510,1992,13.72939
40510,1993,14.01525
40510,1994,14.25397
40510,1995,14.498
40510,1996,14.83072
40510,1997,14.56751
40510,1998,13.62717
40510,1999,12.67267
40510,2000,11.98304
40510,2001,11.62411
40510,2002,11.31625
40510,2003,10.78352
40510,2004,9.9668
40510,2005,9.32821
40510,2006,9.05614
40510,2007,7.965
40510,2008,7.99845
40510,2009,8.04503
40510,2010,7.93472
40510,2011,8.1993
40510,2012,8.21617
40510,2013,8.31551
40042,1970,29.65346
40042,1971,29.372
40042,1972,28.81725
40042,1973,27.56229
40042,1974,27.46306
40042,1975,26.89701
40042,1976,26.23137
40042,1977,24.19877
40042,1978,23.85666
40042,1979,22.75018
40042,1980,21.37626
40042,1981,19.97033
40042,1982,18.84854
40042,1983,17.99997
40042,1984,17.22986
40042,1985,17.12723
40042,1986,16.99853
40042,1987,17.02045
40042,1988,16.63228
40042,1989,15.88064
40042,1990,15.56418
40042,1991,15.43065
40042,1992,15.21673
40042,1993,14.63156
40042,1994,14.16132
40042,1995,14.398
40042,1996,14.80314
40042,1997,14.53249
40042,1998,14.49925
40042,1999,14.06588
40042,2000,13.15233
40042,2001,13.26749
40042,2002,13.4652
40042,2003,13.11647
40042,2004,11.16003
40042,2005,9.84611
40042,2006,9.31505
40042,2007,7.85915
40042,2008,8.51617
40042,2009,8.52415
40042,2010,8.31823
40042,2011,9.07284
40042,2012,9.31061
40042,2013,9.61224
40388,1971,8.9333
40388,1972,9.16884
40388,1973,8.65811
40388,1974,8.95935
40388,1975,8.60598
40388,1976,7.92211
40388,1977,7.71239
40388,1978,7.50186
40388,1979,7.62769
40388,1980,5.22825
40388,1981,5.4364
40388,1982,4.74089
40388,1983,5.34759
40388,1984,5.61314
40388,1985,5.43578
40388,1986,4.66062
40388,1987,4.22705
40388,1988,3.91111
40388,1989,3.6717
40388,1990,3.51404
40388,1991,3.52985
40388,1992,4.14849
40388,1993,4.41386
40388,1994,4.32293
40388,1995,3.57106
40388,1996,3.45995
40388,1997,2.90364
40388,1998,2.17506
40388,1999,2.15475
40388,2000,2.05956
40388,2001,2.22925
40388,2002,3.06332
40388,2003,3.2747
40388,2004,3.8962
40388,2005,3.51151
40388,2006,3.13505
40388,2007,2.57154
40388,2008,2.30576
40388,2009,3.00038
40388,2010,3.25473
40388,2011,3.82256
40388,2012,3.67535
40388,2013,3.89883
40368,1972,49.9826
40368,1973,49.19419
40368,1974,47.86032
40368,1975,46.52837
40368,1976,45.72408
40368,1977,44.01642
40368,1978,42.24189
40368,1979,39.91592
40368,1980,37.8968
40368,1981,36.16649
40368,1982,35.09136
40368,1983,34.55717
40368,1984,34.7767
40368,1985,35.53023
40368,1986,36.68016
40368,1987,37.33817
40368,1988,37.9113
40368,1989,37.16243
40368,1990,37.96364
40368,1991,37.1712
40368,1992,37.47612
40368,1993,37.06014
40368,1994,36.50001
40368,1995,35.42965
40368,1996,36.04468
40368,1997,34.11678
40368,1998,33.54667
40368,1999,33.22196
40368,2000,31.2929
40368,2001,29.79079
40368,2002,28.4475
40368,2003,26.57352
40368,2004,25.38343
40368,2005,23.29945
40368,2006,22.12733
40368,2007,19.34775
40368,2008,18.81098
40368,2009,18.57406
40368,2010,18.5156
40368,2011,17.85017
40368,2012,17.45771
40368,2013,17.26646
40355,1970,20.85765
40355,1971,20.69861
40355,1972,20.05896
40355,1973,18.72755
40355,1974,18.24296
40355,1975,17.49329
40355,1976,16.78919
40355,1977,16.39661
40355,1978,16.59989
40355,1979,16.09061
40355,1980,15.11426
40355,1981,14.63924
40355,1982,14.39574
40355,1983,14.32077
40355,1984,14.36298
40355,1985,14.25793
40355,1986,14.03851
40355,1987,13.9765
40355,1988,13.72376
40355,1989,13.50558
40355,1990,13.39891
40355,1991,13.2195
40355,1992,13.72939
40355,1993,14.01525
40355,1994,14.25397
40355,1995,14.498
40355,1996,14.83072
40355,1997,14.56751
40355,1998,13.62717
40355,1999,12.67267
40355,2000,11.98304
40355,2001,11.62411
40355,2002,11.31625
40355,2003,10.78352
40355,2004,9.9668
40355,2005,9.32821
40355,2006,9.05614
40355,2007,7.965
40355,2008,7.99845
40355,2009,8.04503
40355,2010,7.93472
40355,2011,8.1993
40355,2012,8.21617
40355,2013,8.31551
40041,1971,8.84009
40041,1972,9.17447
40041,1973,8.92216
40041,1974,9.30656
40041,1975,9.04372
40041,1976,8.37874
40041,1977,8.08415
40041,1978,7.69275
40041,1979,7.58238
40041,1980,5.45466
40041,1981,5.77563
40041,1982,5.4327
40041,1983,6.10782
40041,1984,6.43632
40041,1985,6.24075
40041,1986,5.4892
40041,1987,4.79949
40041,1988,4.41751
40041,1989,4.29566
40041,1990,4.2651
40041,1991,4.25112
40041,1992,4.90551
40041,1993,5.24426
40041,1994,5.47644
40041,1995,5.19417
40041,1996,4.86198
40041,1997,4.46238
40041,1998,4.02669
40041,1999,3.83985
40041,2000,3.59145
40041,2001,3.4313
40041,2002,3.92465
40041,2003,4.09679
40041,2004,4.40634
40041,2005,4.6468
40041,2006,4.21847
40041,2007,3.64244
40041,2008,3.21517
40041,2009,3.60574
40041,2010,3.55214
40041,2011,4.01358
40041,2012,3.80648
40041,2013,3.78794
40347,1970,19.64952
40347,1971,19.36692
40347,1972,18.42159
40347,1973,17.60392
40347,1974,18.04425
40347,1975,17.64477
40347,1976,16.25495
40347,1977,14.06223
40347,1978,12.40509
40347,1979,10.60391
40347,1980,8.95527
40347,1981,7.82489
40347,1982,6.89545
40347,1983,6.9028
40347,1984,6.48695
40347,1985,6.37412
40347,1986,6.56215
40347,1987,5.4734
40347,1988,5.30639
40347,1989,5.10453
40347,1990,5.33067
40347,1991,5.13385
40347,1992,4.96173
40347,1993,5.23677
40347,1994,5.02116
40347,1995,5.45645
40347,1996,6.14426
40347,1997,6.47179
40347,1998,6.3788
40347,1999,6.64546
40347,2000,6.54919
40347,2001,6.20495
40347,2002,6.74773
40347,2003,6.45934
40347,2004,6.80765
40347,2005,7.12825
40347,2006,6.66116
40347,2007,5.07191
40347,2008,5.31692
40347,2009,4.67294
40347,2010,5.11568
40347,2011,5.9354
40347,2012,5.79687
40347,2013,5.60377
40520,1970,16.11278
40520,1971,15.70166
40520,1972,15.15147
40520,1973,14.46145
40520,1974,13.92046
40520,1975,13.77948
40520,1976,13.15423
40520,1977,12.25393
40520,1978,11.7361
40520,1979,10.36776
40520,1980,10.10547
40520,1981,9.25011
40520,1982,9.17107
40520,1983,9.16909
40520,1984,9.14743
40520,1985,8.80988
40520,1986,8.85008
40520,1987,8.88297
40520,1988,9.13929
40520,1989,9.73159
40520,1990,9.43735
40520,1991,9.08943
40520,1992,8.08266
40520,1993,7.83074
40520,1994,8.24133
40520,1995,8.30997
40520,1996,7.61843
40520,1997,6.94196
40520,1998,6.00865
40520,1999,4.99548
40520,2000,4.52937
40520,2001,4.10322
40520,2002,3.34569
40520,2003,3.74068
40520,2004,4.16369
40520,2005,4.46655
40520,2006,4.8742
40520,2007,5.21221
40520,2008,6.02084
40520,2009,5.72623
40520,2010,5.83863
40520,2011,6.13908
40520,2012,6.51871
40520,2013,6.59738
40371,1970,17.89288
40371,1971,17.72975
40371,1972,16.6757
40371,1973,14.79435
40371,1974,14.25022
40371,1975,13.35846
40371,1976,12.57322
40371,1977,12.46958
40371,1978,13.24364
40371,1979,13.0184
40371,1980,12.3692
40371,1981,11.9169
40371,1982,11.79052
40371,1983,11.53224
40371,1984,11.35133
40371,1985,10.93151
40371,1986,10.27799
40371,1987,9.90666
40371,1988,9.21613
40371,1989,8.87703
40371,1990,8.54075
40371,1991,8.52386
40371,1992,9.2594
40371,1993,9.79731
40371,1994,10.22736
40371,1995,10.97209
40371,1996,11.44868
40371,1997,11.71545
40371,1998,10.49889
40371,1999,9.1163
40371,2000,8.56306
40371,2001,8.40252
40371,2002,8.19745
40371,2003,7.64318
40371,2004,6.39097
40371,2005,5.71774
40371,2006,5.53634
40371,2007,4.59214
40371,2008,4.6553
40371,2009,4.69194
40371,2010,4.39286
40371,2011,4.96061
40371,2012,5.06397
40371,2013,5.20057
19710,1970,23.7942
19710,1971,23.50953
19710,1972,22.51931
19710,1973,20.86576
19710,1974,20.1274
19710,1975,19.22549
19710,1976,18.46089
19710,1977,18.00368
19710,1978,18.26855
19710,1979,17.62638
19710,1980,16.82851
19710,1981,16.17191
19710,1982,15.9521
19710,1983,15.73215
19710,1984,15.72677
19710,1985,15.63035
19710,1986,15.48905
19710,1987,15.48922
19710,1988,15.24821
19710,1989,14.99858
19710,1990,14.87693
19710,1991,14.70133
19710,1992,15.18158
19710,1993,15.4455
19710,1994,15.67584
19710,1995,15.96661
19710,1996,16.33698
19710,1997,16.04563
19710,1998,15.02673
19710,1999,13.93634
19710,2000,13.17711
19710,2001,12.80953
19710,2002,12.40373
19710,2003,11.75637
19710,2004,10.78342
19710,2005,10.01028
19710,2006,9.74416
19710,2007,8.57763
19710,2008,8.65278
19710,2009,8.63747
19710,2010,8.50019
19710,2011,8.74868
19710,2012,8.7858
19710,2013,8.8696
40389,1970,24.05861
40389,1971,23.76697
40389,1972,22.76283
40389,1973,21.08106
40389,1974,20.32646
40389,1975,19.40683
40389,1976,18.6252
40389,1977,18.15662
40389,1978,18.41872
40389,1979,17.76757
40389,1980,16.96667
40389,1981,16.30085
40389,1982,16.07533
40389,1983,15.85394
40389,1984,15.84985
40389,1985,15.75356
40389,1986,15.61265
40389,1987,15.61419
40389,1988,15.37111
40389,1989,15.1194
40389,1990,14.9989
40389,1991,14.81646
40389,1992,15.29572
40389,1993,15.54281
40389,1994,15.7699
40389,1995,16.06381
40389,1996,16.46037
40389,1997,16.16357
40389,1998,15.12279
40389,1999,14.02605
40389,2000,13.25848
40389,2001,12.88819
40389,2002,12.47424
40389,2003,11.81314
40389,2004,10.83376
40389,2005,10.05024
40389,2006,9.78044
40389,2007,8.59186
40389,2008,8.66302
40389,2009,8.64359
40389,2010,8.50596
40389,2011,8.76037
40389,2012,8.80321
40389,2013,8.88631
40314,1970,16.27178
40314,1971,15.85449
40314,1972,15.29353
40314,1973,14.59294
40314,1974,14.04422
40314,1975,13.90029
40314,1976,13.26833
40314,1977,12.35941
40314,1978,11.82974
40314,1979,10.415
40314,1980,10.12073
40314,1981,9.21278
40314,1982,9.09056
40314,1983,9.08975
40314,1984,9.06923
40314,1985,8.72965
40314,1986,8.77189
40314,1987,8.80674
40314,1988,9.06682
40314,1989,9.66595
40314,1990,9.37015
40314,1991,9.0207
40314,1992,8.00653
40314,1993,7.75405
40314,1994,8.16964
40314,1995,8.24003
40314,1996,7.54374
40314,1997,6.86241
40314,1998,5.94304
40314,1999,4.92369
40314,2000,4.45476
40314,2001,4.02626
40314,2002,3.26452
40314,2003,3.66311
40314,2004,4.09027
40314,2005,4.39671
40314,2006,4.80851
40314,2007,5.14994
40314,2008,5.9646
40314,2009,5.66984
40314,2010,5.78984
40314,2011,6.07164
40314,2012,6.46227
40314,2013,6.54846
40336,1970,29.70375
40336,1971,29.66595
40336,1972,28.5434
40336,1973,28.07261
40336,1974,27.33447
40336,1975,25.72882
40336,1976,24.50121
40336,1977,23.09673
40336,1978,21.84738
40336,1979,20.78204
40336,1980,18.91121
40336,1981,17.52728
40336,1982,16.61093
40336,1983,15.38684
40336,1984,13.7213
40336,1985,13.21684
40336,1986,12.68019
40336,1987,12.13065
40336,1988,11.71114
40336,1989,11.79429
40336,1990,11.83122
40336,1991,12.04109
40336,1992,12.68122
40336,1993,12.1842
40336,1994,10.77281
40336,1995,10.85285
40336,1996,9.6499
40336,1997,9.58669
40336,1998,9.88793
40336,1999,8.80322
40336,2000,7.50871
40336,2001,5.82602
40336,2002,4.59959
40336,2003,4.28609
40336,2004,4.09234
40336,2005,3.61954
40336,2006,3.32076
40336,2007,3.13351
40336,2008,2.68631
40336,2009,2.18779
40336,2010,1.14636
40336,2011,0.96091
40336,2012,0.86945
40336,2013,0.55874
40063,1999,5.45448
40063,2000,5.1826
40063,2001,4.94303
40063,2002,5.22966
40063,2003,5.93102
40063,2004,5.33839
40063,2005,5.4289
40063,2006,5.23801
40063,2007,6.09526
40063,2008,6.43708
40063,2009,6.82904
40063,2010,6.64299
40063,2011,6.05165
40063,2012,5.72664
40063,2013,6.0593
40535,1970,29.84326
40535,1971,29.39005
40535,1972,27.72584
40535,1973,25.1649
40535,1974,24.74053
40535,1975,23.66319
40535,1976,22.96243
40535,1977,22.41578
40535,1978,23.57821
40535,1979,23.47955
40535,1980,22.36235
40535,1981,21.52255
40535,1982,20.97757
40535,1983,19.7475
40535,1984,19.39796
40535,1985,19.28437
40535,1986,18.40845
40535,1987,18.72459
40535,1988,17.20756
40535,1989,15.93622
40535,1990,15.10171
40535,1991,14.77147
40535,1992,14.36513
40535,1993,13.70425
40535,1994,13.19921
40535,1995,13.27767
40535,1996,13.36105
40535,1997,13.53946
40535,1998,14.12023
40535,1999,14.0458
40535,2000,13.10142
40535,2001,13.135
40535,2002,12.69499
40535,2003,11.75288
40535,2004,8.49425
40535,2005,6.55041
40535,2006,5.72239
40535,2007,4.84781
40535,2008,4.95971
40535,2009,5.33916
40535,2010,4.70036
40535,2011,5.63362
40535,2012,5.91266
40535,2013,5.96473
40354,1973,14.00108
40354,1974,13.63369
40354,1975,14.2931
40354,1976,12.8207
40354,1977,13.19341
40354,1978,13.64555
40354,1979,12.56012
40354,1980,12.99112
40354,1981,13.84891
40354,1982,14.02805
40354,1983,14.61523
40354,1984,13.45611
40354,1985,13.66748
40354,1986,13.01052
40354,1987,12.20254
40354,1988,11.90905
40354,1989,12.10917
40354,1990,11.87016
40354,1991,12.2807
40354,1992,14.18177
40354,1993,15.05541
40354,1994,15.21487
40354,1995,15.35538
40354,1996,15.0063
40354,1997,13.58763
40354,1998,11.62612
40354,1999,10.31538
40354,2000,9.68206
40354,2001,8.58626
40354,2002,7.77449
40354,2003,7.30581
40354,2004,7.0074
40354,2005,6.82722
40354,2006,7.0058
40354,2007,6.91105
40354,2008,6.50086
40354,2009,5.92893
40354,2010,4.50258
40354,2011,4.28177
40354,2012,4.22629
40354,2013,6.52967
40373,1970,10.27877
40373,1971,10.2073
40373,1972,10.61594
40373,1973,11.19766
40373,1974,11.57259
40373,1975,9.79541
40373,1976,9.01276
40373,1977,8.02224
40373,1978,8.37631
40373,1979,8.67889
40373,1980,8.77094
40373,1981,9.87817
40373,1982,10.95021
40373,1983,11.51742
40373,1984,12.40955
40373,1985,12.5009
40373,1986,11.98736
40373,1987,11.5426
40373,1988,10.96202
40373,1989,10.39227
40373,1990,10.91129
40373,1991,11.33146
40373,1992,11.22927
40373,1993,10.64097
40373,1994,10.28184
40373,1995,10.41289
40373,1996,10.42218
40373,1997,10.3251
40373,1998,9.90315
40373,1999,10.97973
40373,2000,11.71841
40373,2001,13.06734
40373,2002,13.35031
40373,2003,14.26127
40373,2004,14.53775
40373,2005,14.53484
40373,2006,15.07873
40373,2007,14.1623
40373,2008,13.8355
40373,2009,11.41971
40373,2010,9.28824
40373,2011,7.27254
40373,2012,5.26686
40373,2013,5.32808
40350,1972,55.16114
40350,1973,54.2032
40350,1974,52.56207
40350,1975,51.17201
40350,1976,50.35952
40350,1977,48.4104
40350,1978,46.31515
40350,1979,43.45049
40350,1980,41.22998
40350,1981,39.25232
40350,1982,38.03606
40350,1983,37.61662
40350,1984,38.30017
40350,1985,39.41905
40350,1986,41.0703
40350,1987,42.03423
40350,1988,42.87635
40350,1989,41.89773
40350,1990,42.4896
40350,1991,41.63203
40350,1992,41.88321
40350,1993,41.44472
40350,1994,41.00353
40350,1995,39.60874
40350,1996,40.55277
40350,1997,38.06203
40350,1998,37.15349
40350,1999,36.83243
40350,2000,34.54867
40350,2001,32.87094
40350,2002,31.29303
40350,2003,28.98724
40350,2004,27.52234
40350,2005,25.26488
40350,2006,23.94365
40350,2007,20.52742
40350,2008,20.02785
40350,2009,19.64592
40350,2010,19.64037
40350,2011,18.77554
40350,2012,18.23238
40350,2013,18.06497
40327,1990,1.26758
40327,1991,1.80514
40327,1992,4.59322
40327,1993,6.90414
40327,1994,9.06665
40327,1995,10.99772
40327,1996,12.05906
40327,1997,12.62362
40327,1998,8.69615
40327,1999,4.86702
40327,2000,4.39187
40327,2001,3.95292
40327,2002,3.46415
40327,2003,2.91389
40327,2004,3.24742
40327,2005,3.69586
40327,2006,4.5979
40327,2007,3.52294
40327,2008,3.41741
40327,2009,3.34347
40327,2010,3.42377
40327,2011,3.37004
40327,2012,3.37078
40327,2013,3.34597
40030,1970,20.21635
40030,1971,20.05084
40030,1972,19.41166
40030,1973,17.91286
40030,1974,17.25277
40030,1975,16.51399
40030,1976,15.88836
40030,1977,15.2333
40030,1978,15.60587
40030,1979,14.97708
40030,1980,14.22586
40030,1981,13.50296
40030,1982,13.14322
40030,1983,12.88946
40030,1984,12.52638
40030,1985,12.1745
40030,1986,11.82978
40030,1987,11.60026
40030,1988,11.38624
40030,1989,10.88949
40030,1990,10.46624
40030,1991,10.3422
40030,1992,10.78209
40030,1993,11.02686
40030,1994,11.35759
40030,1995,12.03029
40030,1996,12.52636
40030,1997,12.47066
40030,1998,11.19385
40030,1999,9.73948
40030,2000,9.14755
40030,2001,8.97844
40030,2002,8.86495
40030,2003,8.654
40030,2004,7.75084
40030,2005,7.24367
40030,2006,7.24673
40030,2007,6.20818
40030,2008,6.67549
40030,2009,6.67657
40030,2010,6.6041
40030,2011,7.08462
40030,2012,7.2682
40030,2013,7.42365
40358,1988,27.41934
40358,1989,25.95714
40358,1990,26.98666
40358,1991,27.1076
40358,1992,25.99659
40358,1993,23.48447
40358,1994,21.94245
40358,1995,21.73762
40358,1996,22.65824
40358,1997,21.9207
40358,1998,20.2905
40358,1999,22.93667
40358,2000,24.94288
40358,2001,28.15477
40358,2002,29.50856
40358,2003,31.95444
40358,2004,32.5741
40358,2005,32.52658
40358,2006,33.66584
40358,2007,32.93637
40358,2008,31.78801
40358,2009,25.24849
40358,2010,19.32192
40358,2011,13.73384
40358,2012,8.44856
40358,2013,9.3344
40387,1993,4.90006
40387,1994,5.83736
40387,1995,7.62477
40387,1996,7.23398
40387,1997,8.00687
40387,1998,8.4814
40387,1999,8.05626
40387,2000,7.31979
40387,2001,4.96986
40387,2002,3.40264
40387,2003,4.45075
40387,2004,3.84479
40387,2005,7.08154
40387,2006,6.86668
40387,2007,7.03652
40387,2008,6.78534
40387,2009,6.48553
40387,2010,5.73657
40387,2011,4.86992
40387,2012,4.58229
40387,2013,4.63574
40515,1986,4.13404
40515,1987,2.90653
40515,1988,2.52203
40515,1989,2.71551
40515,1990,2.73763
40515,1991,2.98457
40515,1992,4.5849
40515,1993,6.09306
40515,1994,7.36769
40515,1995,8.79622
40515,1996,9.77077
40515,1997,10.3074
40515,1998,7.72792
40515,1999,5.30373
40515,2000,4.99291
40515,2001,4.65342
40515,2002,4.55461
40515,2003,4.17142
40515,2004,4.55165
40515,2005,4.96673
40515,2006,5.37326
40515,2007,4.17403
40515,2008,4.22196
40515,2009,3.89654
40515,2010,4.07976
40515,2011,4.34115
40515,2012,4.24612
40515,2013,4.15776
40365,1999,5.27396
40365,2000,5.06977
40365,2001,4.86393
40365,2002,5.13173
40365,2003,5.6187
40365,2004,5.2743
40365,2005,5.31121
40365,2006,5.32554
40365,2007,6.25142
40365,2008,6.69036
40365,2009,7.05567
40365,2010,6.8949
40365,2011,6.28638
40365,2012,5.88914
40365,2013,6.14446
40500,1975,10.83258
40500,1976,10.26038
40500,1977,10.00566
40500,1978,9.65412
40500,1979,9.74345
40500,1980,6.31247
40500,1981,6.47471
40500,1982,5.66951
40500,1983,6.54803
40500,1984,6.95607
40500,1985,6.73866
40500,1986,5.49054
40500,1987,4.65556
40500,1988,3.97807
40500,1989,3.47407
40500,1990,3.14147
40500,1991,3.16775
40500,1992,4.16067
40500,1993,4.58891
40500,1994,4.78193
40500,1995,3.67727
40500,1996,3.45992
40500,1997,2.85049
40500,1998,2.17371
40500,1999,2.00636
40500,2000,1.91947
40500,2001,2.20305
40500,2002,3.33334
40500,2003,3.59636
40500,2004,4.32972
40500,2005,3.84646
40500,2006,3.34972
40500,2007,2.75189
40500,2008,2.44526
40500,2009,3.37092
40500,2010,3.68134
40500,2011,4.34213
40500,2012,4.10163
40500,2013,4.38211
40322,1970,33.29438
40322,1971,33.12174
40322,1972,31.85797
40322,1973,31.01527
40322,1974,30.24769
40322,1975,29.49843
40322,1976,28.00381
40322,1977,27.18269
40322,1978,26.36948
40322,1979,25.12553
40322,1980,24.02374
40322,1981,23.49115
40322,1982,23.10479
40322,1983,22.7422
40322,1984,21.65801
40322,1985,21.25965
40322,1986,20.51586
40322,1987,19.57918
40322,1988,19.208
40322,1989,19.18828
40322,1990,19.40701
40322,1991,19.34454
40322,1992,20.53758
40322,1993,20.3248
40322,1994,19.46598
40322,1995,19.3531
40322,1996,18.60102
40322,1997,17.86505
40322,1998,17.28061
40322,1999,16.29592
40322,2000,15.46399
40322,2001,14.11054
40322,2002,13.21718
40322,2003,12.93118
40322,2004,12.61559
40322,2005,12.00834
40322,2006,11.66528
40322,2007,11.71462
40322,2008,10.94873
40322,2009,10.41156
40322,2010,9.3763
40322,2011,9.28452
40322,2012,9.29434
40322,2013,10.29315
40360,1970,16.1125
40360,1971,15.7013
40360,1972,15.15075
40360,1973,14.46033
40360,1974,13.91938
40360,1975,13.77851
40360,1976,13.15359
40360,1977,12.25336
40360,1978,11.73559
40360,1979,10.36688
40360,1980,10.10482
40360,1981,9.2495
40360,1982,9.17066
40360,1983,9.16886
40360,1984,9.14731
40360,1985,8.81007
40360,1986,8.85036
40360,1987,8.88332
40360,1988,9.13973
40360,1989,9.73217
40360,1990,9.43797
40360,1991,9.0901
40360,1992,8.08332
40360,1993,7.83147
40360,1994,8.24212
40360,1995,8.31078
40360,1996,7.6191
40360,1997,6.94233
40360,1998,6.00895
40360,1999,4.99575
40360,2000,4.52966
40360,2001,4.10351
40360,2002,3.34594
40360,2003,3.74097
40360,2004,4.16393
40360,2005,4.46671
40360,2006,4.87424
40360,2007,5.21218
40360,2008,6.02078
40360,2009,5.72606
40360,2010,5.83838
40360,2011,6.13857
40360,2012,6.51806
40360,2013,6.5967
40530,1993,5.92564
40530,1994,6.04859
40530,1995,7.31062
40530,1996,7.22741
40530,1997,7.33738
40530,1998,6.40755
40530,1999,6.09275
40530,2000,5.40515
40530,2001,3.5799
40530,2002,2.2992
40530,2003,2.89079
40530,2004,2.79
40530,2005,5.07168
40530,2006,4.90029
40530,2007,4.51013
40530,2008,4.0813
40530,2009,4.29667
40530,2010,3.64653
40530,2011,3.65986
40530,2012,4.07544
40530,2013,4.07704
40346,1970,29.84326
40346,1971,29.39005
40346,1972,27.72584
40346,1973,25.1649
40346,1974,24.74053
40346,1975,23.66319
40346,1976,22.96243
40346,1977,22.41578
40346,1978,23.57821
40346,1979,23.47955
40346,1980,22.36235
40346,1981,21.52255
40346,1982,20.97757
40346,1983,19.7475
40346,1984,19.39796
40346,1985,19.28437
40346,1986,18.40845
40346,1987,18.72459
40346,1988,17.20756
40346,1989,15.93622
40346,1990,15.10171
40346,1991,14.77147
40346,1992,14.36513
40346,1993,13.70425
40346,1994,13.19921
40346,1995,13.27767
40346,1996,13.36105
40346,1997,13.53946
40346,1998,14.12023
40346,1999,14.0458
40346,2000,13.10142
40346,2001,13.135
40346,2002,12.69499
40346,2003,11.75288
40346,2004,8.49425
40346,2005,6.55041
40346,2006,5.72239
40346,2007,4.84781
40346,2008,4.95971
40346,2009,5.33916
40346,2010,4.70036
40346,2011,5.63362
40346,2012,5.91266
40346,2013,5.96473
PRK,2009,3.06558
ERI,1992,79.09732
ERI,1994,76.14849
ERI,1995,75.06157
ERI,1996,73.5144
ERI,1997,73.0205
ERI,1999,66.9031
