GHO,GBDCHILDCAUSES,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,MGHEREG,Display Value,Numeric,Low,High,Comments
MORT_200,CH4,PUBLISHED,2003,AFR,AGO,MONTHS1-59,BTSX,,1.2,1.24181,,,
MORT_100,CH4,PUBLISHED,2008,AFR,AGO,MONTHS1-59,BTSX,,894,894,,,
MORT_200,CH4,PUBLISHED,2006,AFR,AGO,MONTHS1-59,BTSX,,1.2,1.222,,,
MORT_300,CH4,PUBLISHED,2000,AFR,AGO,YEARS0-4,BTSX,,0.6,0.64993,,,
MORT_300,CH4,PUBLISHED,2002,AFR,AGO,DAYS0-27,BTSX,,0.1,0.10602,,,
MORT_300,CH4,PUBLISHED,2010,AFR,AGO,MONTHS1-59,BTSX,,0.7,0.73413,,,
MORT_300,CH4,PUBLISHED,2011,AFR,AGO,MONTHS1-59,BTSX,,0.7,0.74562,,,
MORT_200,CH4,PUBLISHED,2008,AFR,AGO,DAYS0-27,BTSX,,0,0.04747,,,
MORT_100,CH4,PUBLISHED,2007,AFR,AGO,MONTHS1-59,BTSX,,902,902,,,
MORT_100,CH4,PUBLISHED,2011,AFR,AGO,DAYS0-27,BTSX,,43,43,,,
MORT_300,CH4,PUBLISHED,2006,AFR,AGO,YEARS0-4,BTSX,,0.6,0.64607,,,
MORT_300,CH4,PUBLISHED,2011,AFR,AGO,YEARS0-4,BTSX,,0.6,0.56954,,,
MORT_200,CH4,PUBLISHED,2008,AFR,AGO,MONTHS1-59,BTSX,,1,1.03501,,,
MORT_300,CH4,PUBLISHED,2003,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.80041,,,
MORT_300,CH4,PUBLISHED,2001,AFR,AGO,DAYS0-27,BTSX,,0.1,0.10931,,,
MORT_100,CH4,PUBLISHED,2012,AFR,AGO,DAYS0-27,BTSX,,42,42,,,
MORT_100,CH4,PUBLISHED,2008,AFR,AGO,YEARS0-4,BTSX,,935,935,,,
MORT_200,CH4,PUBLISHED,2006,AFR,AGO,YEARS0-4,BTSX,,1.3,1.27816,,,
MORT_100,CH4,PUBLISHED,2012,AFR,AGO,MONTHS1-59,BTSX,,851,851,,,
MORT_300,CH4,PUBLISHED,2006,AFR,AGO,DAYS0-27,BTSX,,0.1,0.10968,,,
MORT_100,CH4,PUBLISHED,2002,AFR,AGO,MONTHS1-59,BTSX,,891,891,,,
MORT_100,CH4,PUBLISHED,2006,AFR,AGO,DAYS0-27,BTSX,,46,46,,,
MORT_100,CH4,PUBLISHED,2005,AFR,AGO,DAYS0-27,BTSX,,45,45,,,
MORT_100,CH4,PUBLISHED,2004,AFR,AGO,DAYS0-27,BTSX,,43,43,,,
MORT_200,CH4,PUBLISHED,2007,AFR,AGO,MONTHS1-59,BTSX,,1.1,1.07087,,,
MORT_200,CH4,PUBLISHED,2013,AFR,AGO,DAYS0-27,BTSX,,0,0.04614,,,
MORT_100,CH4,PUBLISHED,2004,AFR,AGO,YEARS0-4,BTSX,,976,976,,,
MORT_100,CH4,PUBLISHED,2000,AFR,AGO,DAYS0-27,BTSX,,41,41,,,
MORT_100,CH4,PUBLISHED,2003,AFR,AGO,YEARS0-4,BTSX,,964,964,,,
MORT_200,CH4,PUBLISHED,2013,AFR,AGO,MONTHS1-59,BTSX,,0.9,0.93494,,,
MORT_300,CH4,PUBLISHED,2004,AFR,AGO,YEARS0-4,BTSX,,0.6,0.62673,,,
MORT_100,CH4,PUBLISHED,2002,AFR,AGO,YEARS0-4,BTSX,,931,931,,,
MORT_200,CH4,PUBLISHED,2000,AFR,AGO,YEARS0-4,BTSX,,1.4,1.38699,,,
