year,region,code,AGEGROUP,SEX,Display Value,Numeric
2003,AFR,GIN,DAYS0-27,BTSX,0.1,0.13454
2004,AFR,GMB,DAYS0-27,BTSX,0.1,0.1457
2010,AFR,GMB,DAYS0-27,BTSX,0.1,0.14306
2009,AFR,GMB,DAYS0-27,BTSX,0.1,0.14409
2008,AFR,GMB,DAYS0-27,BTSX,0.1,0.14486
2006,AFR,GMB,DAYS0-27,BTSX,0.1,0.14528
2005,AFR,GMB,DAYS0-27,BTSX,0.1,0.14528
2007,AFR,GMB,DAYS0-27,BTSX,0.1,0.14535
2013,AFR,GMB,DAYS0-27,BTSX,0.2,0.19076
2000,AFR,GMB,DAYS0-27,BTSX,0.1,0.1467
2002,AFR,GMB,DAYS0-27,BTSX,0.1,0.14663
2003,AFR,GMB,DAYS0-27,BTSX,0.1,0.14613
2001,AFR,GMB,DAYS0-27,BTSX,0.1,0.14656
2011,AFR,GMB,DAYS0-27,BTSX,0.1,0.14144
2012,AFR,GMB,DAYS0-27,BTSX,0.2,0.18683
2003,AFR,GNB,DAYS0-27,BTSX,0.1,0.10949
2009,AFR,GNB,DAYS0-27,BTSX,0.1,0.10985
2008,AFR,GNB,DAYS0-27,BTSX,0.1,0.10929
2013,AFR,GNB,DAYS0-27,BTSX,0.1,0.11327
2001,AFR,GNB,DAYS0-27,BTSX,0.1,0.11136
2000,AFR,GNB,DAYS0-27,BTSX,0.1,0.11144
2007,AFR,GNB,DAYS0-27,BTSX,0.1,0.10866
2010,AFR,GNB,DAYS0-27,BTSX,0.1,0.11021
2011,AFR,GNB,DAYS0-27,BTSX,0.1,0.11082
2004,AFR,GNB,DAYS0-27,BTSX,0.1,0.1085
2012,AFR,GNB,DAYS0-27,BTSX,0.1,0.11103
2005,AFR,GNB,DAYS0-27,BTSX,0.1,0.10815
2006,AFR,GNB,DAYS0-27,BTSX,0.1,0.10819
2002,AFR,GNB,DAYS0-27,BTSX,0.1,0.11074
2001,AFR,GNQ,DAYS0-27,BTSX,0.1,0.12092
2007,AFR,GNQ,DAYS0-27,BTSX,0.1,0.11779
2012,AFR,GNQ,DAYS0-27,BTSX,0.2,0.23229
2005,AFR,GNQ,DAYS0-27,BTSX,0.1,0.12048
2004,AFR,GNQ,DAYS0-27,BTSX,0.1,0.12092
2011,AFR,GNQ,DAYS0-27,BTSX,0.2,0.22989
2008,AFR,GNQ,DAYS0-27,BTSX,0.1,0.11587
2009,AFR,GNQ,DAYS0-27,BTSX,0.2,0.22962
2002,AFR,GNQ,DAYS0-27,BTSX,0.1,0.12092
2000,AFR,GNQ,DAYS0-27,BTSX,0.1,0.12092
2006,AFR,GNQ,DAYS0-27,BTSX,0.1,0.11933
2013,AFR,GNQ,DAYS0-27,BTSX,0.2,0.23636
2003,AFR,GNQ,DAYS0-27,BTSX,0.1,0.12092
2010,AFR,GNQ,DAYS0-27,BTSX,0.2,0.22857
2010,EUR,GRC,DAYS0-27,BTSX,0,0
2002,EUR,GRC,DAYS0-27,BTSX,0,0
2013,EUR,GRC,DAYS0-27,BTSX,0,0
2008,EUR,GRC,DAYS0-27,BTSX,0,0
2003,EUR,GRC,DAYS0-27,BTSX,0,0
2001,EUR,GRC,DAYS0-27,BTSX,0,0
2000,EUR,GRC,DAYS0-27,BTSX,0,0
2007,EUR,GRC,DAYS0-27,BTSX,0,0
2006,EUR,GRC,DAYS0-27,BTSX,0,0
2009,EUR,GRC,DAYS0-27,BTSX,0,0
2005,EUR,GRC,DAYS0-27,BTSX,0,0
2011,EUR,GRC,DAYS0-27,BTSX,0,0
2004,EUR,GRC,DAYS0-27,BTSX,0,0
2012,EUR,GRC,DAYS0-27,BTSX,0,0
2010,AMR,GRD,DAYS0-27,BTSX,0,0
2004,AMR,GRD,DAYS0-27,BTSX,0,0
2009,AMR,GRD,DAYS0-27,BTSX,0,0
2008,AMR,GRD,DAYS0-27,BTSX,0,0
2013,AMR,GRD,DAYS0-27,BTSX,0,0
2001,AMR,GRD,DAYS0-27,BTSX,0,0
2011,AMR,GRD,DAYS0-27,BTSX,0,0
2006,AMR,GRD,DAYS0-27,BTSX,0,0
2005,AMR,GRD,DAYS0-27,BTSX,0,0
2007,AMR,GRD,DAYS0-27,BTSX,0,0
2012,AMR,GRD,DAYS0-27,BTSX,0,0
2000,AMR,GRD,DAYS0-27,BTSX,0,0
2003,AMR,GRD,DAYS0-27,BTSX,0,0
2002,AMR,GRD,DAYS0-27,BTSX,0,0
2008,AMR,GTM,DAYS0-27,BTSX,0.1,0.05325
2002,AMR,GTM,DAYS0-27,BTSX,0,0.04843
2001,AMR,GTM,DAYS0-27,BTSX,0,0.04782
2006,AMR,GTM,DAYS0-27,BTSX,0.1,0.05068
2012,AMR,GTM,DAYS0-27,BTSX,0.1,0.05648
2007,AMR,GTM,DAYS0-27,BTSX,0.1,0.05219
2013,AMR,GTM,DAYS0-27,BTSX,0.1,0.05801
2005,AMR,GTM,DAYS0-27,BTSX,0,0.04975
2011,AMR,GTM,DAYS0-27,BTSX,0.1,0.05602
2009,AMR,GTM,DAYS0-27,BTSX,0.1,0.05424
2003,AMR,GTM,DAYS0-27,BTSX,0,0.04851
2010,AMR,GTM,DAYS0-27,BTSX,0.1,0.05539
2000,AMR,GTM,DAYS0-27,BTSX,0,0.04725
2004,AMR,GTM,DAYS0-27,BTSX,0,0.04898
2013,AMR,GUY,DAYS0-27,BTSX,0,0
2000,AMR,GUY,DAYS0-27,BTSX,0,0
2006,AMR,GUY,DAYS0-27,BTSX,0,0
2012,AMR,GUY,DAYS0-27,BTSX,0,0
2011,AMR,GUY,DAYS0-27,BTSX,0,0
2010,AMR,GUY,DAYS0-27,BTSX,0,0
2004,AMR,GUY,DAYS0-27,BTSX,0,0
2005,AMR,GUY,DAYS0-27,BTSX,0,0
2003,AMR,GUY,DAYS0-27,BTSX,0,0
2007,AMR,GUY,DAYS0-27,BTSX,0,0
2009,AMR,GUY,DAYS0-27,BTSX,0,0
2001,AMR,GUY,DAYS0-27,BTSX,0,0
2002,AMR,GUY,DAYS0-27,BTSX,0,0
2008,AMR,GUY,DAYS0-27,BTSX,0,0
2011,AMR,HND,DAYS0-27,BTSX,0.1,0.07937
2004,AMR,HND,DAYS0-27,BTSX,0.1,0.06603
2005,AMR,HND,DAYS0-27,BTSX,0.1,0.06775
2010,AMR,HND,DAYS0-27,BTSX,0.1,0.07749
2009,AMR,HND,DAYS0-27,BTSX,0.1,0.07582
2003,AMR,HND,DAYS0-27,BTSX,0.1,0.06437
2008,AMR,HND,DAYS0-27,BTSX,0.1,0.07366
2012,AMR,HND,DAYS0-27,BTSX,0.1,0.08133
2001,AMR,HND,DAYS0-27,BTSX,0.1,0.0602
2002,AMR,HND,DAYS0-27,BTSX,0.1,0.06231
2006,AMR,HND,DAYS0-27,BTSX,0.1,0.06966
2000,AMR,HND,DAYS0-27,BTSX,0.1,0.05836
2013,AMR,HND,DAYS0-27,BTSX,0.1,0.08342
2007,AMR,HND,DAYS0-27,BTSX,0.1,0.07163
2003,EUR,HRV,DAYS0-27,BTSX,0,0
2008,EUR,HRV,DAYS0-27,BTSX,0,0
2009,EUR,HRV,DAYS0-27,BTSX,0,0
2002,EUR,HRV,DAYS0-27,BTSX,0,0
2013,EUR,HRV,DAYS0-27,BTSX,0,0
2001,EUR,HRV,DAYS0-27,BTSX,0,0
2012,EUR,HRV,DAYS0-27,BTSX,0,0
2006,EUR,HRV,DAYS0-27,BTSX,0,0
2010,EUR,HRV,DAYS0-27,BTSX,0,0
2004,EUR,HRV,DAYS0-27,BTSX,0,0
2007,EUR,HRV,DAYS0-27,BTSX,0,0
2000,EUR,HRV,DAYS0-27,BTSX,0,0
2005,EUR,HRV,DAYS0-27,BTSX,0,0
2011,EUR,HRV,DAYS0-27,BTSX,0,0
2001,AMR,HTI,DAYS0-27,BTSX,0.2,0.18319
2013,AMR,HTI,DAYS0-27,BTSX,0.2,0.22693
2007,AMR,HTI,DAYS0-27,BTSX,0.2,0.19348
2012,AMR,HTI,DAYS0-27,BTSX,0.2,0.22245
2000,AMR,HTI,DAYS0-27,BTSX,0.2,0.17885
2011,AMR,HTI,DAYS0-27,BTSX,0.2,0.21863
2006,AMR,HTI,DAYS0-27,BTSX,0.2,0.19147
2003,AMR,HTI,DAYS0-27,BTSX,0.2,0.19322
2008,AMR,HTI,DAYS0-27,BTSX,0.2,0.20997
2004,AMR,HTI,DAYS0-27,BTSX,0.2,0.19768
2009,AMR,HTI,DAYS0-27,BTSX,0.2,0.21195
2005,AMR,HTI,DAYS0-27,BTSX,0.2,0.1883
2010,AMR,HTI,DAYS0-27,BTSX,0.2,0.21358
2002,AMR,HTI,DAYS0-27,BTSX,0.2,0.18804
2006,EUR,HUN,DAYS0-27,BTSX,0,0
2012,EUR,HUN,DAYS0-27,BTSX,0,0
2005,EUR,HUN,DAYS0-27,BTSX,0,0
2011,EUR,HUN,DAYS0-27,BTSX,0,0
2009,EUR,HUN,DAYS0-27,BTSX,0,0
2010,EUR,HUN,DAYS0-27,BTSX,0,0
2002,EUR,HUN,DAYS0-27,BTSX,0,0
2008,EUR,HUN,DAYS0-27,BTSX,0,0
2001,EUR,HUN,DAYS0-27,BTSX,0,0
2003,EUR,HUN,DAYS0-27,BTSX,0,0
2000,EUR,HUN,DAYS0-27,BTSX,0,0
2007,EUR,HUN,DAYS0-27,BTSX,0,0
2013,EUR,HUN,DAYS0-27,BTSX,0,0
2004,EUR,HUN,DAYS0-27,BTSX,0,0
2010,SEAR,IDN,DAYS0-27,BTSX,0.1,0.06667
2004,SEAR,IDN,DAYS0-27,BTSX,0.1,0.05345
2003,SEAR,IDN,DAYS0-27,BTSX,0.1,0.05176
2009,SEAR,IDN,DAYS0-27,BTSX,0.1,0.06511
2007,SEAR,IDN,DAYS0-27,BTSX,0.1,0.05999
2006,SEAR,IDN,DAYS0-27,BTSX,0.1,0.05644
2013,SEAR,IDN,DAYS0-27,BTSX,0.1,0.07336
2011,SEAR,IDN,DAYS0-27,BTSX,0.1,0.06942
2001,SEAR,IDN,DAYS0-27,BTSX,0,0.04724
2012,SEAR,IDN,DAYS0-27,BTSX,0.1,0.0709
2000,SEAR,IDN,DAYS0-27,BTSX,0,0.04593
2005,SEAR,IDN,DAYS0-27,BTSX,0.1,0.05519
2002,SEAR,IDN,DAYS0-27,BTSX,0.1,0.05026
2008,SEAR,IDN,DAYS0-27,BTSX,0.1,0.06171
2008,SEAR,IND,DAYS0-27,BTSX,0,0.02967
2002,SEAR,IND,DAYS0-27,BTSX,0,0.02692
2000,SEAR,IND,DAYS0-27,BTSX,0,0.0252
2005,SEAR,IND,DAYS0-27,BTSX,0,0.02788
2001,SEAR,IND,DAYS0-27,BTSX,0,0.026
2011,SEAR,IND,DAYS0-27,BTSX,0,0.0327
2013,SEAR,IND,DAYS0-27,BTSX,0,0.03481
2004,SEAR,IND,DAYS0-27,BTSX,0,0.02701
2012,SEAR,IND,DAYS0-27,BTSX,0,0.03377
2009,SEAR,IND,DAYS0-27,BTSX,0,0.03067
2007,SEAR,IND,DAYS0-27,BTSX,0,0.03017
2003,SEAR,IND,DAYS0-27,BTSX,0,0.02687
2006,SEAR,IND,DAYS0-27,BTSX,0,0.02849
2010,SEAR,IND,DAYS0-27,BTSX,0,0.03171
2007,EUR,IRL,DAYS0-27,BTSX,0,0
2001,EUR,IRL,DAYS0-27,BTSX,0,0
2006,EUR,IRL,DAYS0-27,BTSX,0,0
2013,EUR,IRL,DAYS0-27,BTSX,0,0
2005,EUR,IRL,DAYS0-27,BTSX,0,0
2011,EUR,IRL,DAYS0-27,BTSX,0,0
2010,EUR,IRL,DAYS0-27,BTSX,0,0
2003,EUR,IRL,DAYS0-27,BTSX,0,0
2009,EUR,IRL,DAYS0-27,BTSX,0,0
2002,EUR,IRL,DAYS0-27,BTSX,0,0
2004,EUR,IRL,DAYS0-27,BTSX,0,0
2012,EUR,IRL,DAYS0-27,BTSX,0,0
2000,EUR,IRL,DAYS0-27,BTSX,0,0
2008,EUR,IRL,DAYS0-27,BTSX,0,0
2011,EMR,IRN,DAYS0-27,BTSX,0.1,0.08498
2004,EMR,IRN,DAYS0-27,BTSX,0.1,0.05798
2010,EMR,IRN,DAYS0-27,BTSX,0.1,0.07614
2007,EMR,IRN,DAYS0-27,BTSX,0.1,0.06748
2009,EMR,IRN,DAYS0-27,BTSX,0.1,0.07474
2003,EMR,IRN,DAYS0-27,BTSX,0.1,0.0552
2008,EMR,IRN,DAYS0-27,BTSX,0.1,0.07326
2012,EMR,IRN,DAYS0-27,BTSX,0.1,0.08837
2013,EMR,IRN,DAYS0-27,BTSX,0.1,0.09094
2000,EMR,IRN,DAYS0-27,BTSX,0,0.04653
2005,EMR,IRN,DAYS0-27,BTSX,0.1,0.06521
2001,EMR,IRN,DAYS0-27,BTSX,0,0.04916
2006,EMR,IRN,DAYS0-27,BTSX,0.1,0.06684
2002,EMR,IRN,DAYS0-27,BTSX,0.1,0.05213
2009,EMR,IRQ,DAYS0-27,BTSX,0.1,0.0509
2003,EMR,IRQ,DAYS0-27,BTSX,0,0.04516
2008,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05085
2002,EMR,IRQ,DAYS0-27,BTSX,0,0.04544
2012,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05652
2011,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05116
2001,EMR,IRQ,DAYS0-27,BTSX,0,0.04568
2005,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05033
2006,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05038
2010,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05109
2007,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05554
2013,EMR,IRQ,DAYS0-27,BTSX,0.1,0.05773
2000,EMR,IRQ,DAYS0-27,BTSX,0,0.041
2004,EMR,IRQ,DAYS0-27,BTSX,0,0.0452
2008,EUR,ISL,DAYS0-27,BTSX,0,0
2002,EUR,ISL,DAYS0-27,BTSX,0,0
2001,EUR,ISL,DAYS0-27,BTSX,0,0
2007,EUR,ISL,DAYS0-27,BTSX,0,0
2006,EUR,ISL,DAYS0-27,BTSX,0,0
2013,EUR,ISL,DAYS0-27,BTSX,0,0
2012,EUR,ISL,DAYS0-27,BTSX,0,0
2010,EUR,ISL,DAYS0-27,BTSX,0,0
2005,EUR,ISL,DAYS0-27,BTSX,0,0
2003,EUR,ISL,DAYS0-27,BTSX,0,0
2011,EUR,ISL,DAYS0-27,BTSX,0,0
2004,EUR,ISL,DAYS0-27,BTSX,0,0
2000,EUR,ISL,DAYS0-27,BTSX,0,0
2009,EUR,ISL,DAYS0-27,BTSX,0,0
2006,EUR,ISR,DAYS0-27,BTSX,0,0
2012,EUR,ISR,DAYS0-27,BTSX,0,0
2000,EUR,ISR,DAYS0-27,BTSX,0,0
2005,EUR,ISR,DAYS0-27,BTSX,0,0
2011,EUR,ISR,DAYS0-27,BTSX,0,0
2004,EUR,ISR,DAYS0-27,BTSX,0,0
2008,EUR,ISR,DAYS0-27,BTSX,0,0
2013,EUR,ISR,DAYS0-27,BTSX,0,0
2001,EUR,ISR,DAYS0-27,BTSX,0,0
2003,EUR,ISR,DAYS0-27,BTSX,0,0
2002,EUR,ISR,DAYS0-27,BTSX,0,0
2007,EUR,ISR,DAYS0-27,BTSX,0,0
2010,EUR,ISR,DAYS0-27,BTSX,0,0
2009,EUR,ISR,DAYS0-27,BTSX,0,0
2004,EUR,ITA,DAYS0-27,BTSX,0,0
2010,EUR,ITA,DAYS0-27,BTSX,0.1,0.07813
2009,EUR,ITA,DAYS0-27,BTSX,0,0
2003,EUR,ITA,DAYS0-27,BTSX,0,0
2002,EUR,ITA,DAYS0-27,BTSX,0,0
2001,EUR,ITA,DAYS0-27,BTSX,0,0
2006,EUR,ITA,DAYS0-27,BTSX,0,0
2012,EUR,ITA,DAYS0-27,BTSX,0,0.02426
2005,EUR,ITA,DAYS0-27,BTSX,0,0
2000,EUR,ITA,DAYS0-27,BTSX,0,0
2011,EUR,ITA,DAYS0-27,BTSX,0,0.02439
2008,EUR,ITA,DAYS0-27,BTSX,0,0
2007,EUR,ITA,DAYS0-27,BTSX,0,0
2013,EUR,ITA,DAYS0-27,BTSX,0,0.02426
2003,AMR,JAM,DAYS0-27,BTSX,0,0
2002,AMR,JAM,DAYS0-27,BTSX,0,0
2007,AMR,JAM,DAYS0-27,BTSX,0,0
2008,AMR,JAM,DAYS0-27,BTSX,0,0
2000,AMR,JAM,DAYS0-27,BTSX,0.1,0.1269
2013,AMR,JAM,DAYS0-27,BTSX,0,0
2011,AMR,JAM,DAYS0-27,BTSX,0.2,0.1634
2010,AMR,JAM,DAYS0-27,BTSX,0.2,0.15823
2004,AMR,JAM,DAYS0-27,BTSX,0,0
2006,AMR,JAM,DAYS0-27,BTSX,0,0
2005,AMR,JAM,DAYS0-27,BTSX,0,0
2009,AMR,JAM,DAYS0-27,BTSX,0,0
2001,AMR,JAM,DAYS0-27,BTSX,0,0
2012,AMR,JAM,DAYS0-27,BTSX,0,0
2001,EMR,JOR,DAYS0-27,BTSX,0,0.04462
2007,EMR,JOR,DAYS0-27,BTSX,0.1,0.09289
2013,EMR,JOR,DAYS0-27,BTSX,0.1,0.0891
2012,EMR,JOR,DAYS0-27,BTSX,0.1,0.08677
2005,EMR,JOR,DAYS0-27,BTSX,0,0.04833
2000,EMR,JOR,DAYS0-27,BTSX,0,0.04292
2004,EMR,JOR,DAYS0-27,BTSX,0,0.04892
2009,EMR,JOR,DAYS0-27,BTSX,0.1,0.08606
2008,EMR,JOR,DAYS0-27,BTSX,0.1,0.0883
2010,EMR,JOR,DAYS0-27,BTSX,0.1,0.08478
2006,EMR,JOR,DAYS0-27,BTSX,0,0.04782
2011,EMR,JOR,DAYS0-27,BTSX,0.1,0.08514
2003,EMR,JOR,DAYS0-27,BTSX,0,0.04801
2002,EMR,JOR,DAYS0-27,BTSX,0,0.04625
2011,WPR,JPN,DAYS0-27,BTSX,0,0
2003,WPR,JPN,DAYS0-27,BTSX,0,0
2009,WPR,JPN,DAYS0-27,BTSX,0,0
2010,WPR,JPN,DAYS0-27,BTSX,0,0
2002,WPR,JPN,DAYS0-27,BTSX,0,0
2006,WPR,JPN,DAYS0-27,BTSX,0,0
2013,WPR,JPN,DAYS0-27,BTSX,0,0
2012,WPR,JPN,DAYS0-27,BTSX,0,0
2007,WPR,JPN,DAYS0-27,BTSX,0,0
2008,WPR,JPN,DAYS0-27,BTSX,0,0
2005,WPR,JPN,DAYS0-27,BTSX,0,0
2001,WPR,JPN,DAYS0-27,BTSX,0,0
2000,WPR,JPN,DAYS0-27,BTSX,0,0
2004,WPR,JPN,DAYS0-27,BTSX,0,0
2009,EUR,KAZ,DAYS0-27,BTSX,0.1,0.06893
2003,EUR,KAZ,DAYS0-27,BTSX,0,0.04708
2008,EUR,KAZ,DAYS0-27,BTSX,0.1,0.06647
2007,EUR,KAZ,DAYS0-27,BTSX,0.1,0.06559
2013,EUR,KAZ,DAYS0-27,BTSX,0.1,0.09899
2012,EUR,KAZ,DAYS0-27,BTSX,0.1,0.09074
2011,EUR,KAZ,DAYS0-27,BTSX,0.1,0.08091
2004,EUR,KAZ,DAYS0-27,BTSX,0.1,0.06849
2005,EUR,KAZ,DAYS0-27,BTSX,0.1,0.06684
2001,EUR,KAZ,DAYS0-27,BTSX,0,0.04937
2000,EUR,KAZ,DAYS0-27,BTSX,0,0.04954
2002,EUR,KAZ,DAYS0-27,BTSX,0,0.04847
2006,EUR,KAZ,DAYS0-27,BTSX,0.1,0.06572
2010,EUR,KAZ,DAYS0-27,BTSX,0.1,0.07348
2008,AFR,KEN,DAYS0-27,BTSX,0.2,0.17312
2002,AFR,KEN,DAYS0-27,BTSX,0.2,0.1556
2001,AFR,KEN,DAYS0-27,BTSX,0.2,0.15618
2012,AFR,KEN,DAYS0-27,BTSX,0.2,0.18744
2013,AFR,KEN,DAYS0-27,BTSX,0.2,0.19101
2006,AFR,KEN,DAYS0-27,BTSX,0.2,0.16937
2009,AFR,KEN,DAYS0-27,BTSX,0.2,0.17401
2005,AFR,KEN,DAYS0-27,BTSX,0.2,0.16966
2000,AFR,KEN,DAYS0-27,BTSX,0.2,0.15503
2010,AFR,KEN,DAYS0-27,BTSX,0.2,0.18067
2004,AFR,KEN,DAYS0-27,BTSX,0.2,0.16836
2007,AFR,KEN,DAYS0-27,BTSX,0.2,0.17191
2003,AFR,KEN,DAYS0-27,BTSX,0.2,0.16572
2011,AFR,KEN,DAYS0-27,BTSX,0.2,0.18062
2012,EUR,KGZ,DAYS0-27,BTSX,0,0.04684
2013,EUR,KGZ,DAYS0-27,BTSX,0.1,0.05001
2006,EUR,KGZ,DAYS0-27,BTSX,0,0.04845
2000,EUR,KGZ,DAYS0-27,BTSX,0,0.0397
2011,EUR,KGZ,DAYS0-27,BTSX,0,0.04517
2010,EUR,KGZ,DAYS0-27,BTSX,0,0.04423
2003,EUR,KGZ,DAYS0-27,BTSX,0,0.04726
2004,EUR,KGZ,DAYS0-27,BTSX,0,0.04897
2007,EUR,KGZ,DAYS0-27,BTSX,0,0.04664
2008,EUR,KGZ,DAYS0-27,BTSX,0,0.04517
2002,EUR,KGZ,DAYS0-27,BTSX,0,0.0446
2005,EUR,KGZ,DAYS0-27,BTSX,0,0.04933
2001,EUR,KGZ,DAYS0-27,BTSX,0,0.04198
2009,EUR,KGZ,DAYS0-27,BTSX,0,0.04415
2004,WPR,KHM,DAYS0-27,BTSX,0.2,0.18211
2003,WPR,KHM,DAYS0-27,BTSX,0.2,0.18022
2001,WPR,KHM,DAYS0-27,BTSX,0.2,0.1678
2012,WPR,KHM,DAYS0-27,BTSX,0.3,0.25801
2011,WPR,KHM,DAYS0-27,BTSX,0.3,0.25572
2005,WPR,KHM,DAYS0-27,BTSX,0.2,0.19802
2008,WPR,KHM,DAYS0-27,BTSX,0.2,0.22621
2000,WPR,KHM,DAYS0-27,BTSX,0.2,0.15187
2010,WPR,KHM,DAYS0-27,BTSX,0.3,0.25066
2009,WPR,KHM,DAYS0-27,BTSX,0.2,0.24079
2002,WPR,KHM,DAYS0-27,BTSX,0.2,0.17961
2007,WPR,KHM,DAYS0-27,BTSX,0.2,0.22266
2006,WPR,KHM,DAYS0-27,BTSX,0.2,0.22047
2013,WPR,KHM,DAYS0-27,BTSX,0.3,0.2668
2009,WPR,KIR,DAYS0-27,BTSX,0,0
2003,WPR,KIR,DAYS0-27,BTSX,0,0
2008,WPR,KIR,DAYS0-27,BTSX,0,0
2002,WPR,KIR,DAYS0-27,BTSX,0,0
2005,WPR,KIR,DAYS0-27,BTSX,0,0
2010,WPR,KIR,DAYS0-27,BTSX,0,0
2006,WPR,KIR,DAYS0-27,BTSX,0,0
2013,WPR,KIR,DAYS0-27,BTSX,0,0
2011,WPR,KIR,DAYS0-27,BTSX,0,0
2004,WPR,KIR,DAYS0-27,BTSX,0,0
2007,WPR,KIR,DAYS0-27,BTSX,0,0
2001,WPR,KIR,DAYS0-27,BTSX,0,0
2000,WPR,KIR,DAYS0-27,BTSX,0,0
2012,WPR,KIR,DAYS0-27,BTSX,0,0
2007,AMR,KNA,DAYS0-27,BTSX,0,0
2001,AMR,KNA,DAYS0-27,BTSX,0,0
2013,AMR,KNA,DAYS0-27,BTSX,0,0
2000,AMR,KNA,DAYS0-27,BTSX,0,0
2006,AMR,KNA,DAYS0-27,BTSX,0,0
2010,AMR,KNA,DAYS0-27,BTSX,0,0
2008,AMR,KNA,DAYS0-27,BTSX,0,0
2011,AMR,KNA,DAYS0-27,BTSX,0,0
2009,AMR,KNA,DAYS0-27,BTSX,0,0
2004,AMR,KNA,DAYS0-27,BTSX,0,0
2003,AMR,KNA,DAYS0-27,BTSX,0,0
2012,AMR,KNA,DAYS0-27,BTSX,0,0
2002,AMR,KNA,DAYS0-27,BTSX,0,0
2005,AMR,KNA,DAYS0-27,BTSX,0,0
2005,WPR,KOR,DAYS0-27,BTSX,0,0
2004,WPR,KOR,DAYS0-27,BTSX,0,0
2010,WPR,KOR,DAYS0-27,BTSX,0,0
2001,WPR,KOR,DAYS0-27,BTSX,0,0
2002,WPR,KOR,DAYS0-27,BTSX,0,0
2009,WPR,KOR,DAYS0-27,BTSX,0,0
2008,WPR,KOR,DAYS0-27,BTSX,0,0
2000,WPR,KOR,DAYS0-27,BTSX,0,0
2012,WPR,KOR,DAYS0-27,BTSX,0,0
2003,WPR,KOR,DAYS0-27,BTSX,0,0
2011,WPR,KOR,DAYS0-27,BTSX,0,0
2013,WPR,KOR,DAYS0-27,BTSX,0,0
2007,WPR,KOR,DAYS0-27,BTSX,0,0
2006,WPR,KOR,DAYS0-27,BTSX,0,0
2010,EMR,KWT,DAYS0-27,BTSX,0,0
2004,EMR,KWT,DAYS0-27,BTSX,0,0
2003,EMR,KWT,DAYS0-27,BTSX,0,0
2009,EMR,KWT,DAYS0-27,BTSX,0,0
2008,EMR,KWT,DAYS0-27,BTSX,0,0
2007,EMR,KWT,DAYS0-27,BTSX,0,0
2006,EMR,KWT,DAYS0-27,BTSX,0,0
2001,EMR,KWT,DAYS0-27,BTSX,0,0
2002,EMR,KWT,DAYS0-27,BTSX,0,0
2005,EMR,KWT,DAYS0-27,BTSX,0,0
2013,EMR,KWT,DAYS0-27,BTSX,0,0
2011,EMR,KWT,DAYS0-27,BTSX,0,0
2000,EMR,KWT,DAYS0-27,BTSX,0,0
2012,EMR,KWT,DAYS0-27,BTSX,0,0
2002,WPR,LAO,DAYS0-27,BTSX,0.2,0.15677
2008,WPR,LAO,DAYS0-27,BTSX,0.2,0.16321
2007,WPR,LAO,DAYS0-27,BTSX,0.2,0.1717
2001,WPR,LAO,DAYS0-27,BTSX,0.1,0.14773
2000,WPR,LAO,DAYS0-27,BTSX,0.1,0.1391
2005,WPR,LAO,DAYS0-27,BTSX,0.2,0.1686
2011,WPR,LAO,DAYS0-27,BTSX,0.2,0.163
2012,WPR,LAO,DAYS0-27,BTSX,0.2,0.17304
2010,WPR,LAO,DAYS0-27,BTSX,0.2,0.17293
2004,WPR,LAO,DAYS0-27,BTSX,0.2,0.16873
2006,WPR,LAO,DAYS0-27,BTSX,0.2,0.16307
2013,WPR,LAO,DAYS0-27,BTSX,0.2,0.17721
2003,WPR,LAO,DAYS0-27,BTSX,0.1,0.14596
2009,WPR,LAO,DAYS0-27,BTSX,0.2,0.17353
2013,EMR,LBN,DAYS0-27,BTSX,0,0
2012,EMR,LBN,DAYS0-27,BTSX,0,0
2006,EMR,LBN,DAYS0-27,BTSX,0,0
2005,EMR,LBN,DAYS0-27,BTSX,0,0
2000,EMR,LBN,DAYS0-27,BTSX,0,0
2011,EMR,LBN,DAYS0-27,BTSX,0,0
2010,EMR,LBN,DAYS0-27,BTSX,0,0
2009,EMR,LBN,DAYS0-27,BTSX,0,0
2002,EMR,LBN,DAYS0-27,BTSX,0,0
2001,EMR,LBN,DAYS0-27,BTSX,0,0
2003,EMR,LBN,DAYS0-27,BTSX,0,0
2008,EMR,LBN,DAYS0-27,BTSX,0,0
2007,EMR,LBN,DAYS0-27,BTSX,0,0
2004,EMR,LBN,DAYS0-27,BTSX,0,0
2011,AFR,LBR,DAYS0-27,BTSX,0.2,0.20351
2010,AFR,LBR,DAYS0-27,BTSX,0.2,0.2
2005,AFR,LBR,DAYS0-27,BTSX,0.2,0.15597
2004,AFR,LBR,DAYS0-27,BTSX,0.2,0.1719
2003,AFR,LBR,DAYS0-27,BTSX,0.1,0.14309
2007,AFR,LBR,DAYS0-27,BTSX,0.2,0.16655
2013,AFR,LBR,DAYS0-27,BTSX,0.2,0.21279
2002,AFR,LBR,DAYS0-27,BTSX,0.1,0.13613
2008,AFR,LBR,DAYS0-27,BTSX,0.2,0.16937
