year,region,code,AGEGROUP,SEX,Display Value,Numeric
2005,SEAR,NPL,DAYS0-27,BTSX,0.2,0.17016
2010,SEAR,NPL,DAYS0-27,BTSX,0.2,0.20096
2000,SEAR,NPL,DAYS0-27,BTSX,0.1,0.13557
2007,SEAR,NPL,DAYS0-27,BTSX,0.2,0.17659
2013,SEAR,NPL,DAYS0-27,BTSX,0.2,0.21936
2012,SEAR,NPL,DAYS0-27,BTSX,0.2,0.21288
2011,SEAR,NPL,DAYS0-27,BTSX,0.2,0.20078
2004,SEAR,NPL,DAYS0-27,BTSX,0.2,0.1589
2008,SEAR,NPL,DAYS0-27,BTSX,0.2,0.18549
2008,WPR,NRU,DAYS0-27,BTSX,0,0
2002,WPR,NRU,DAYS0-27,BTSX,0,0
2001,WPR,NRU,DAYS0-27,BTSX,0,0
2007,WPR,NRU,DAYS0-27,BTSX,0,0
2000,WPR,NRU,DAYS0-27,BTSX,0,0
2013,WPR,NRU,DAYS0-27,BTSX,0,0
2011,WPR,NRU,DAYS0-27,BTSX,0,0
2004,WPR,NRU,DAYS0-27,BTSX,0,0
2003,WPR,NRU,DAYS0-27,BTSX,0,0
2010,WPR,NRU,DAYS0-27,BTSX,0,0
2005,WPR,NRU,DAYS0-27,BTSX,0,0
2012,WPR,NRU,DAYS0-27,BTSX,0,0
2009,WPR,NRU,DAYS0-27,BTSX,0,0
2006,WPR,NRU,DAYS0-27,BTSX,0,0
2012,WPR,NZL,DAYS0-27,BTSX,0,0
2013,WPR,NZL,DAYS0-27,BTSX,0,0
2000,WPR,NZL,DAYS0-27,BTSX,0,0
2006,WPR,NZL,DAYS0-27,BTSX,0,0
2005,WPR,NZL,DAYS0-27,BTSX,0,0
2010,WPR,NZL,DAYS0-27,BTSX,0,0
2008,WPR,NZL,DAYS0-27,BTSX,0,0
2001,WPR,NZL,DAYS0-27,BTSX,0,0
2009,WPR,NZL,DAYS0-27,BTSX,0,0
2007,WPR,NZL,DAYS0-27,BTSX,0,0
2002,WPR,NZL,DAYS0-27,BTSX,0,0
2003,WPR,NZL,DAYS0-27,BTSX,0,0
2011,WPR,NZL,DAYS0-27,BTSX,0,0
2004,WPR,NZL,DAYS0-27,BTSX,0,0
2010,EMR,OMN,DAYS0-27,BTSX,0.2,0.21322
2003,EMR,OMN,DAYS0-27,BTSX,0,0
2002,EMR,OMN,DAYS0-27,BTSX,0,0
2009,EMR,OMN,DAYS0-27,BTSX,0.2,0.23148
2006,EMR,OMN,DAYS0-27,BTSX,0.3,0.25575
2007,EMR,OMN,DAYS0-27,BTSX,0.3,0.25253
2013,EMR,OMN,DAYS0-27,BTSX,0.2,0.20077
2000,EMR,OMN,DAYS0-27,BTSX,0,0
2011,EMR,OMN,DAYS0-27,BTSX,0.2,0.20704
2004,EMR,OMN,DAYS0-27,BTSX,0,0
2008,EMR,OMN,DAYS0-27,BTSX,0.2,0.24331
2001,EMR,OMN,DAYS0-27,BTSX,0,0
2012,EMR,OMN,DAYS0-27,BTSX,0.2,0.2008
2005,EMR,OMN,DAYS0-27,BTSX,0,0
2009,EMR,PAK,DAYS0-27,BTSX,0.1,0.11408
2003,EMR,PAK,DAYS0-27,BTSX,0.1,0.11052
2002,EMR,PAK,DAYS0-27,BTSX,0.1,0.10878
2008,EMR,PAK,DAYS0-27,BTSX,0.1,0.11591
2001,EMR,PAK,DAYS0-27,BTSX,0.1,0.10833
2012,EMR,PAK,DAYS0-27,BTSX,0.1,0.11706
2007,EMR,PAK,DAYS0-27,BTSX,0.1,0.10749
2000,EMR,PAK,DAYS0-27,BTSX,0.1,0.10826
2005,EMR,PAK,DAYS0-27,BTSX,0.1,0.10751
2013,EMR,PAK,DAYS0-27,BTSX,0.1,0.11901
2004,EMR,PAK,DAYS0-27,BTSX,0.1,0.11285
2006,EMR,PAK,DAYS0-27,BTSX,0.1,0.10603
2011,EMR,PAK,DAYS0-27,BTSX,0.1,0.11524
2010,EMR,PAK,DAYS0-27,BTSX,0.1,0.11169
2007,AMR,PAN,DAYS0-27,BTSX,0.2,0.19493
2001,AMR,PAN,DAYS0-27,BTSX,0,0
2006,AMR,PAN,DAYS0-27,BTSX,0.4,0.42671
2005,AMR,PAN,DAYS0-27,BTSX,0,0
2012,AMR,PAN,DAYS0-27,BTSX,0,0.04481
2010,AMR,PAN,DAYS0-27,BTSX,0,0.04516
2009,AMR,PAN,DAYS0-27,BTSX,0,0
2002,AMR,PAN,DAYS0-27,BTSX,0,0
2003,AMR,PAN,DAYS0-27,BTSX,0,0
2008,AMR,PAN,DAYS0-27,BTSX,0,0
2011,AMR,PAN,DAYS0-27,BTSX,0,0.045
2013,AMR,PAN,DAYS0-27,BTSX,0,0.04481
2000,AMR,PAN,DAYS0-27,BTSX,0,0
2004,AMR,PAN,DAYS0-27,BTSX,0,0
2011,AMR,PER,DAYS0-27,BTSX,0.1,0.11599
2010,AMR,PER,DAYS0-27,BTSX,0.1,0.10939
2004,AMR,PER,DAYS0-27,BTSX,0.1,0.07606
2003,AMR,PER,DAYS0-27,BTSX,0.1,0.07149
2005,AMR,PER,DAYS0-27,BTSX,0.1,0.08068
2009,AMR,PER,DAYS0-27,BTSX,0.1,0.1035
2007,AMR,PER,DAYS0-27,BTSX,0.1,0.09119
2000,AMR,PER,DAYS0-27,BTSX,0.1,0.06026
2008,AMR,PER,DAYS0-27,BTSX,0.1,0.09704
2001,AMR,PER,DAYS0-27,BTSX,0.1,0.06388
2006,AMR,PER,DAYS0-27,BTSX,0.1,0.08596
2013,AMR,PER,DAYS0-27,BTSX,0.1,0.1262
2002,AMR,PER,DAYS0-27,BTSX,0.1,0.06747
2012,AMR,PER,DAYS0-27,BTSX,0.1,0.12163
2004,WPR,PHL,DAYS0-27,BTSX,0.3,0.31265
2010,WPR,PHL,DAYS0-27,BTSX,0.4,0.36553
2009,WPR,PHL,DAYS0-27,BTSX,0.3,0.34398
2008,WPR,PHL,DAYS0-27,BTSX,0.3,0.33049
2003,WPR,PHL,DAYS0-27,BTSX,0.3,0.3166
2002,WPR,PHL,DAYS0-27,BTSX,0.3,0.31952
2001,WPR,PHL,DAYS0-27,BTSX,0.3,0.30882
2007,WPR,PHL,DAYS0-27,BTSX,0.3,0.33321
2000,WPR,PHL,DAYS0-27,BTSX,0.3,0.3036
2013,WPR,PHL,DAYS0-27,BTSX,0.4,0.37052
2012,WPR,PHL,DAYS0-27,BTSX,0.4,0.36519
2005,WPR,PHL,DAYS0-27,BTSX,0.3,0.31934
2011,WPR,PHL,DAYS0-27,BTSX,0.4,0.37082
2006,WPR,PHL,DAYS0-27,BTSX,0.3,0.32508
2002,WPR,PLW,DAYS0-27,BTSX,0,0
2008,WPR,PLW,DAYS0-27,BTSX,0,0
2007,WPR,PLW,DAYS0-27,BTSX,0,0
2006,WPR,PLW,DAYS0-27,BTSX,0,0
2013,WPR,PLW,DAYS0-27,BTSX,0,0
2001,WPR,PLW,DAYS0-27,BTSX,0,0
2012,WPR,PLW,DAYS0-27,BTSX,0,0
2010,WPR,PLW,DAYS0-27,BTSX,0,0
2009,WPR,PLW,DAYS0-27,BTSX,0,0
2003,WPR,PLW,DAYS0-27,BTSX,0,0
2004,WPR,PLW,DAYS0-27,BTSX,0,0
2000,WPR,PLW,DAYS0-27,BTSX,0,0
2005,WPR,PLW,DAYS0-27,BTSX,0,0
2011,WPR,PLW,DAYS0-27,BTSX,0,0
2013,WPR,PNG,DAYS0-27,BTSX,0.2,0.21957
2012,WPR,PNG,DAYS0-27,BTSX,0.2,0.21594
2006,WPR,PNG,DAYS0-27,BTSX,0.2,0.21053
2011,WPR,PNG,DAYS0-27,BTSX,0.2,0.23112
2000,WPR,PNG,DAYS0-27,BTSX,0.2,0.18822
2004,WPR,PNG,DAYS0-27,BTSX,0.2,0.19157
2010,WPR,PNG,DAYS0-27,BTSX,0.2,0.22788
2003,WPR,PNG,DAYS0-27,BTSX,0.2,0.1903
2001,WPR,PNG,DAYS0-27,BTSX,0.2,0.207
2008,WPR,PNG,DAYS0-27,BTSX,0.2,0.2277
2007,WPR,PNG,DAYS0-27,BTSX,0.2,0.2098
2009,WPR,PNG,DAYS0-27,BTSX,0.2,0.20825
2002,WPR,PNG,DAYS0-27,BTSX,0.2,0.20751
2005,WPR,PNG,DAYS0-27,BTSX,0.2,0.21109
2011,EUR,POL,DAYS0-27,BTSX,0,0
2005,EUR,POL,DAYS0-27,BTSX,0,0
2009,EUR,POL,DAYS0-27,BTSX,0,0
2010,EUR,POL,DAYS0-27,BTSX,0,0
2002,EUR,POL,DAYS0-27,BTSX,0,0
2006,EUR,POL,DAYS0-27,BTSX,0,0
2000,EUR,POL,DAYS0-27,BTSX,0,0
2013,EUR,POL,DAYS0-27,BTSX,0,0
2001,EUR,POL,DAYS0-27,BTSX,0,0
2003,EUR,POL,DAYS0-27,BTSX,0,0
2012,EUR,POL,DAYS0-27,BTSX,0,0
2008,EUR,POL,DAYS0-27,BTSX,0,0
2007,EUR,POL,DAYS0-27,BTSX,0,0
2004,EUR,POL,DAYS0-27,BTSX,0,0
2009,SEAR,PRK,DAYS0-27,BTSX,0,0.03503
2003,SEAR,PRK,DAYS0-27,BTSX,0,0.02667
2007,SEAR,PRK,DAYS0-27,BTSX,0,0.03246
2006,SEAR,PRK,DAYS0-27,BTSX,0,0.03154
2008,SEAR,PRK,DAYS0-27,BTSX,0,0.03375
2000,SEAR,PRK,DAYS0-27,BTSX,0,0.0192
2012,SEAR,PRK,DAYS0-27,BTSX,0,0.03722
2010,SEAR,PRK,DAYS0-27,BTSX,0,0.03614
2013,SEAR,PRK,DAYS0-27,BTSX,0,0.03872
2011,SEAR,PRK,DAYS0-27,BTSX,0,0.03686
2005,SEAR,PRK,DAYS0-27,BTSX,0,0.0303
2002,SEAR,PRK,DAYS0-27,BTSX,0,0.02415
2001,SEAR,PRK,DAYS0-27,BTSX,0,0.02164
2004,SEAR,PRK,DAYS0-27,BTSX,0,0.02876
2013,EUR,PRT,DAYS0-27,BTSX,0,0
2007,EUR,PRT,DAYS0-27,BTSX,0,0
2001,EUR,PRT,DAYS0-27,BTSX,0.3,0.28653
2012,EUR,PRT,DAYS0-27,BTSX,0,0
2000,EUR,PRT,DAYS0-27,BTSX,0.3,0.27027
2005,EUR,PRT,DAYS0-27,BTSX,0.4,0.369
2011,EUR,PRT,DAYS0-27,BTSX,0,0
2006,EUR,PRT,DAYS0-27,BTSX,0.4,0.39216
2009,EUR,PRT,DAYS0-27,BTSX,0,0
2008,EUR,PRT,DAYS0-27,BTSX,0,0
2010,EUR,PRT,DAYS0-27,BTSX,0,0
2004,EUR,PRT,DAYS0-27,BTSX,0.4,0.35211
2002,EUR,PRT,DAYS0-27,BTSX,0.3,0.31153
2003,EUR,PRT,DAYS0-27,BTSX,0.3,0.32895
2006,AMR,PRY,DAYS0-27,BTSX,0.3,0.31194
2000,AMR,PRY,DAYS0-27,BTSX,0.3,0.27227
2012,AMR,PRY,DAYS0-27,BTSX,0.4,0.4014
2005,AMR,PRY,DAYS0-27,BTSX,0.3,0.30395
2010,AMR,PRY,DAYS0-27,BTSX,0.4,0.39273
2009,AMR,PRY,DAYS0-27,BTSX,0.4,0.38425
2007,AMR,PRY,DAYS0-27,BTSX,0.3,0.32081
2003,AMR,PRY,DAYS0-27,BTSX,0.3,0.33003
2001,AMR,PRY,DAYS0-27,BTSX,0.3,0.27756
2002,AMR,PRY,DAYS0-27,BTSX,0.3,0.28306
2008,AMR,PRY,DAYS0-27,BTSX,0.3,0.32988
2011,AMR,PRY,DAYS0-27,BTSX,0.4,0.3992
2013,AMR,PRY,DAYS0-27,BTSX,0.4,0.41441
2004,AMR,PRY,DAYS0-27,BTSX,0.3,0.29686
2004,EMR,QAT,DAYS0-27,BTSX,0,0
2010,EMR,QAT,DAYS0-27,BTSX,0,0
2008,EMR,QAT,DAYS0-27,BTSX,0,0
2009,EMR,QAT,DAYS0-27,BTSX,0,0
2007,EMR,QAT,DAYS0-27,BTSX,0,0
2003,EMR,QAT,DAYS0-27,BTSX,0,0
2002,EMR,QAT,DAYS0-27,BTSX,0,0
2011,EMR,QAT,DAYS0-27,BTSX,0,0
2006,EMR,QAT,DAYS0-27,BTSX,0,0
2005,EMR,QAT,DAYS0-27,BTSX,0,0
2013,EMR,QAT,DAYS0-27,BTSX,0,0
2000,EMR,QAT,DAYS0-27,BTSX,0,0
2001,EMR,QAT,DAYS0-27,BTSX,0,0
2012,EMR,QAT,DAYS0-27,BTSX,0,0
2002,EUR,ROU,DAYS0-27,BTSX,0,0
2008,EUR,ROU,DAYS0-27,BTSX,0,0
2012,EUR,ROU,DAYS0-27,BTSX,0,0
2001,EUR,ROU,DAYS0-27,BTSX,0,0.04932
2000,EUR,ROU,DAYS0-27,BTSX,0,0
2006,EUR,ROU,DAYS0-27,BTSX,0,0
2003,EUR,ROU,DAYS0-27,BTSX,0,0
2005,EUR,ROU,DAYS0-27,BTSX,0,0
2007,EUR,ROU,DAYS0-27,BTSX,0,0
2009,EUR,ROU,DAYS0-27,BTSX,0,0
2013,EUR,ROU,DAYS0-27,BTSX,0,0
2011,EUR,ROU,DAYS0-27,BTSX,0,0
2010,EUR,ROU,DAYS0-27,BTSX,0,0
2004,EUR,ROU,DAYS0-27,BTSX,0,0
2001,EUR,RUS,DAYS0-27,BTSX,0,0.03718
2013,EUR,RUS,DAYS0-27,BTSX,0.1,0.09079
2007,EUR,RUS,DAYS0-27,BTSX,0.1,0.05706
2000,EUR,RUS,DAYS0-27,BTSX,0,0.03647
2011,EUR,RUS,DAYS0-27,BTSX,0.1,0.08187
2006,EUR,RUS,DAYS0-27,BTSX,0.1,0.05354
2012,EUR,RUS,DAYS0-27,BTSX,0.1,0.08593
2010,EUR,RUS,DAYS0-27,BTSX,0.1,0.07845
2003,EUR,RUS,DAYS0-27,BTSX,0,0.04224
2002,EUR,RUS,DAYS0-27,BTSX,0,0.03924
2004,EUR,RUS,DAYS0-27,BTSX,0,0.04584
2009,EUR,RUS,DAYS0-27,BTSX,0.1,0.07316
2005,EUR,RUS,DAYS0-27,BTSX,0,0.04977
2008,EUR,RUS,DAYS0-27,BTSX,0.1,0.06885
2005,AFR,RWA,DAYS0-27,BTSX,0.2,0.15623
2011,AFR,RWA,DAYS0-27,BTSX,0.2,0.22634
2004,AFR,RWA,DAYS0-27,BTSX,0.1,0.13944
2010,AFR,RWA,DAYS0-27,BTSX,0.2,0.20677
2001,AFR,RWA,DAYS0-27,BTSX,0.1,0.11905
2007,AFR,RWA,DAYS0-27,BTSX,0.2,0.17241
2012,AFR,RWA,DAYS0-27,BTSX,0.2,0.22891
2002,AFR,RWA,DAYS0-27,BTSX,0.1,0.12406
2000,AFR,RWA,DAYS0-27,BTSX,0.1,0.11122
2008,AFR,RWA,DAYS0-27,BTSX,0.2,0.18694
2006,AFR,RWA,DAYS0-27,BTSX,0.2,0.15974
2009,AFR,RWA,DAYS0-27,BTSX,0.2,0.2028
2013,AFR,RWA,DAYS0-27,BTSX,0.2,0.23575
2003,AFR,RWA,DAYS0-27,BTSX,0.1,0.12957
2009,EMR,SAU,DAYS0-27,BTSX,0.1,0.08697
2003,EMR,SAU,DAYS0-27,BTSX,0.1,0.08199
2002,EMR,SAU,DAYS0-27,BTSX,0.1,0.07785
2006,EMR,SAU,DAYS0-27,BTSX,0.1,0.08749
2005,EMR,SAU,DAYS0-27,BTSX,0.1,0.08786
2010,EMR,SAU,DAYS0-27,BTSX,0.1,0.08817
2012,EMR,SAU,DAYS0-27,BTSX,0.1,0.09666
2008,EMR,SAU,DAYS0-27,BTSX,0.1,0.08625
2007,EMR,SAU,DAYS0-27,BTSX,0.1,0.08726
2000,EMR,SAU,DAYS0-27,BTSX,0.1,0.06905
2004,EMR,SAU,DAYS0-27,BTSX,0.1,0.08524
2001,EMR,SAU,DAYS0-27,BTSX,0.1,0.07389
2013,EMR,SAU,DAYS0-27,BTSX,0.1,0.10105
2011,EMR,SAU,DAYS0-27,BTSX,0.1,0.09203
2008,EMR,SDN,DAYS0-27,BTSX,0.2,0.15128
2002,EMR,SDN,DAYS0-27,BTSX,0.2,0.15317
2007,EMR,SDN,DAYS0-27,BTSX,0.1,0.14929
2001,EMR,SDN,DAYS0-27,BTSX,0.1,0.14651
2013,EMR,SDN,DAYS0-27,BTSX,0.2,0.15842
2000,EMR,SDN,DAYS0-27,BTSX,0.1,0.14674
2011,EMR,SDN,DAYS0-27,BTSX,0.2,0.15426
2010,EMR,SDN,DAYS0-27,BTSX,0.2,0.15248
2003,EMR,SDN,DAYS0-27,BTSX,0.1,0.14959
2004,EMR,SDN,DAYS0-27,BTSX,0.2,0.15102
2006,EMR,SDN,DAYS0-27,BTSX,0.1,0.14974
2012,EMR,SDN,DAYS0-27,BTSX,0.2,0.15531
2005,EMR,SDN,DAYS0-27,BTSX,0.1,0.14877
2009,EMR,SDN,DAYS0-27,BTSX,0.2,0.15591
2012,AFR,SEN,DAYS0-27,BTSX,0.2,0.2046
2006,AFR,SEN,DAYS0-27,BTSX,0.1,0.14825
2000,AFR,SEN,DAYS0-27,BTSX,0.1,0.13483
2011,AFR,SEN,DAYS0-27,BTSX,0.2,0.1941
2013,AFR,SEN,DAYS0-27,BTSX,0.2,0.21261
2005,AFR,SEN,DAYS0-27,BTSX,0.1,0.14418
2004,AFR,SEN,DAYS0-27,BTSX,0.1,0.14076
2009,AFR,SEN,DAYS0-27,BTSX,0.2,0.17788
2008,AFR,SEN,DAYS0-27,BTSX,0.2,0.17289
2001,AFR,SEN,DAYS0-27,BTSX,0.1,0.14149
2007,AFR,SEN,DAYS0-27,BTSX,0.2,0.15978
2002,AFR,SEN,DAYS0-27,BTSX,0.1,0.14285
2010,AFR,SEN,DAYS0-27,BTSX,0.2,0.19093
2003,AFR,SEN,DAYS0-27,BTSX,0.1,0.14498
2010,WPR,SGP,DAYS0-27,BTSX,0,0
2004,WPR,SGP,DAYS0-27,BTSX,0,0
2003,WPR,SGP,DAYS0-27,BTSX,0,0
2009,WPR,SGP,DAYS0-27,BTSX,0,0
2002,WPR,SGP,DAYS0-27,BTSX,0,0
2007,WPR,SGP,DAYS0-27,BTSX,0,0
2012,WPR,SGP,DAYS0-27,BTSX,0,0
2000,WPR,SGP,DAYS0-27,BTSX,0,0
2013,WPR,SGP,DAYS0-27,BTSX,0,0
2006,WPR,SGP,DAYS0-27,BTSX,0,0
2008,WPR,SGP,DAYS0-27,BTSX,0,0
2001,WPR,SGP,DAYS0-27,BTSX,0,0
2011,WPR,SGP,DAYS0-27,BTSX,0,0
2005,WPR,SGP,DAYS0-27,BTSX,0,0
2008,WPR,SLB,DAYS0-27,BTSX,0.4,0.40984
2009,WPR,SLB,DAYS0-27,BTSX,0.4,0.41152
2007,WPR,SLB,DAYS0-27,BTSX,0.4,0.41152
2013,WPR,SLB,DAYS0-27,BTSX,0.4,0.44444
2002,WPR,SLB,DAYS0-27,BTSX,0.5,0.46512
2001,WPR,SLB,DAYS0-27,BTSX,0.5,0.48077
2012,WPR,SLB,DAYS0-27,BTSX,0.4,0.43478
2011,WPR,SLB,DAYS0-27,BTSX,0.4,0.42553
2000,WPR,SLB,DAYS0-27,BTSX,0.5,0.49261
2004,WPR,SLB,DAYS0-27,BTSX,0.4,0.4329
2003,WPR,SLB,DAYS0-27,BTSX,0.4,0.44843
2006,WPR,SLB,DAYS0-27,BTSX,0.4,0.41667
2005,WPR,SLB,DAYS0-27,BTSX,0.4,0.42373
2010,WPR,SLB,DAYS0-27,BTSX,0.4,0.41667
2001,AFR,SLE,DAYS0-27,BTSX,0.1,0.10542
2012,AFR,SLE,DAYS0-27,BTSX,0.1,0.10533
2007,AFR,SLE,DAYS0-27,BTSX,0.1,0.10847
2006,AFR,SLE,DAYS0-27,BTSX,0.1,0.10741
2005,AFR,SLE,DAYS0-27,BTSX,0.1,0.10771
2000,AFR,SLE,DAYS0-27,BTSX,0.1,0.10683
2009,AFR,SLE,DAYS0-27,BTSX,0.1,0.10225
2010,AFR,SLE,DAYS0-27,BTSX,0.1,0.10378
2002,AFR,SLE,DAYS0-27,BTSX,0.1,0.10285
2011,AFR,SLE,DAYS0-27,BTSX,0.1,0.1047
2004,AFR,SLE,DAYS0-27,BTSX,0.1,0.09836
2013,AFR,SLE,DAYS0-27,BTSX,0.1,0.10723
2003,AFR,SLE,DAYS0-27,BTSX,0.1,0.10015
2008,AFR,SLE,DAYS0-27,BTSX,0.1,0.10036
2005,AMR,SLV,DAYS0-27,BTSX,0.1,0.09488
2011,AMR,SLV,DAYS0-27,BTSX,0.1,0.10504
2010,AMR,SLV,DAYS0-27,BTSX,0.1,0.10081
2004,AMR,SLV,DAYS0-27,BTSX,0.1,0.08741
2003,AMR,SLV,DAYS0-27,BTSX,0.1,0.07831
2013,AMR,SLV,DAYS0-27,BTSX,0.1,0.11316
2000,AMR,SLV,DAYS0-27,BTSX,0.1,0.05562
2012,AMR,SLV,DAYS0-27,BTSX,0.1,0.10977
2007,AMR,SLV,DAYS0-27,BTSX,0.1,0.10111
2006,AMR,SLV,DAYS0-27,BTSX,0.1,0.0993
2009,AMR,SLV,DAYS0-27,BTSX,0.1,0.0997
2008,AMR,SLV,DAYS0-27,BTSX,0.1,0.1006
2002,AMR,SLV,DAYS0-27,BTSX,0.1,0.0694
2001,AMR,SLV,DAYS0-27,BTSX,0.1,0.06131
2004,EUR,SMR,DAYS0-27,BTSX,,
2009,EUR,SMR,DAYS0-27,BTSX,,
2010,EUR,SMR,DAYS0-27,BTSX,,
2003,EUR,SMR,DAYS0-27,BTSX,,
2008,EUR,SMR,DAYS0-27,BTSX,,
2002,EUR,SMR,DAYS0-27,BTSX,,
2001,EUR,SMR,DAYS0-27,BTSX,,
2007,EUR,SMR,DAYS0-27,BTSX,,
2006,EUR,SMR,DAYS0-27,BTSX,,
2000,EUR,SMR,DAYS0-27,BTSX,,
2012,EUR,SMR,DAYS0-27,BTSX,,
2011,EUR,SMR,DAYS0-27,BTSX,,
2005,EUR,SMR,DAYS0-27,BTSX,,
2013,EUR,SMR,DAYS0-27,BTSX,,
2008,EMR,SOM,DAYS0-27,BTSX,0.1,0.12223
2002,EMR,SOM,DAYS0-27,BTSX,0.1,0.11265
2007,EMR,SOM,DAYS0-27,BTSX,0.1,0.11504
2006,EMR,SOM,DAYS0-27,BTSX,0.1,0.12323
2013,EMR,SOM,DAYS0-27,BTSX,0.1,0.12637
2000,EMR,SOM,DAYS0-27,BTSX,0.1,0.11504
2010,EMR,SOM,DAYS0-27,BTSX,0.1,0.11851
2009,EMR,SOM,DAYS0-27,BTSX,0.1,0.11977
2005,EMR,SOM,DAYS0-27,BTSX,0.1,0.11564
2003,EMR,SOM,DAYS0-27,BTSX,0.1,0.1125
2012,EMR,SOM,DAYS0-27,BTSX,0.1,0.12422
2011,EMR,SOM,DAYS0-27,BTSX,0.1,0.12337
2004,EMR,SOM,DAYS0-27,BTSX,0.1,0.11728
2001,EMR,SOM,DAYS0-27,BTSX,0.1,0.11869
2000,EUR,SRB,DAYS0-27,BTSX,0,0
2013,EUR,SRB,DAYS0-27,BTSX,0,0
2012,EUR,SRB,DAYS0-27,BTSX,0,0
2006,EUR,SRB,DAYS0-27,BTSX,0,0
2011,EUR,SRB,DAYS0-27,BTSX,0,0
2004,EUR,SRB,DAYS0-27,BTSX,0,0
2003,EUR,SRB,DAYS0-27,BTSX,0,0
2008,EUR,SRB,DAYS0-27,BTSX,0,0
2007,EUR,SRB,DAYS0-27,BTSX,0,0
2002,EUR,SRB,DAYS0-27,BTSX,0,0
2005,EUR,SRB,DAYS0-27,BTSX,0,0
2001,EUR,SRB,DAYS0-27,BTSX,0,0
2010,EUR,SRB,DAYS0-27,BTSX,0,0
2009,EUR,SRB,DAYS0-27,BTSX,0,0
2011,AFR,SSD,DAYS0-27,BTSX,0.2,0.15417
2005,AFR,SSD,DAYS0-27,BTSX,0.1,0.14866
2010,AFR,SSD,DAYS0-27,BTSX,0.2,0.15238
2008,AFR,SSD,DAYS0-27,BTSX,0.2,0.15117
2009,AFR,SSD,DAYS0-27,BTSX,0.2,0.15581
2006,AFR,SSD,DAYS0-27,BTSX,0.1,0.14963
2007,AFR,SSD,DAYS0-27,BTSX,0.1,0.14918
2013,AFR,SSD,DAYS0-27,BTSX,0.2,0.15881
2002,AFR,SSD,DAYS0-27,BTSX,0.2,0.15308
2001,AFR,SSD,DAYS0-27,BTSX,0.1,0.14643
2012,AFR,SSD,DAYS0-27,BTSX,0.2,0.15522
2003,AFR,SSD,DAYS0-27,BTSX,0.1,0.14949
2004,AFR,SSD,DAYS0-27,BTSX,0.2,0.15092
2000,AFR,SSD,DAYS0-27,BTSX,0.1,0.14666
2009,AFR,STP,DAYS0-27,BTSX,0,0
2003,AFR,STP,DAYS0-27,BTSX,0,0
2008,AFR,STP,DAYS0-27,BTSX,0,0
2002,AFR,STP,DAYS0-27,BTSX,0,0
2013,AFR,STP,DAYS0-27,BTSX,0,0
2006,AFR,STP,DAYS0-27,BTSX,0,0
2012,AFR,STP,DAYS0-27,BTSX,0,0
2007,AFR,STP,DAYS0-27,BTSX,0,0
2000,AFR,STP,DAYS0-27,BTSX,0,0
2011,AFR,STP,DAYS0-27,BTSX,0,0
2010,AFR,STP,DAYS0-27,BTSX,0,0
2001,AFR,STP,DAYS0-27,BTSX,0,0
2005,AFR,STP,DAYS0-27,BTSX,0,0
2004,AFR,STP,DAYS0-27,BTSX,0,0
2001,AMR,SUR,DAYS0-27,BTSX,0,0
2007,AMR,SUR,DAYS0-27,BTSX,0,0
2000,AMR,SUR,DAYS0-27,BTSX,0,0
2005,AMR,SUR,DAYS0-27,BTSX,0,0
2012,AMR,SUR,DAYS0-27,BTSX,0,0
2013,AMR,SUR,DAYS0-27,BTSX,0,0
2004,AMR,SUR,DAYS0-27,BTSX,0,0
2011,AMR,SUR,DAYS0-27,BTSX,0,0
2010,AMR,SUR,DAYS0-27,BTSX,0,0
2008,AMR,SUR,DAYS0-27,BTSX,0,0
2002,AMR,SUR,DAYS0-27,BTSX,0,0
2006,AMR,SUR,DAYS0-27,BTSX,0,0
2009,AMR,SUR,DAYS0-27,BTSX,0,0
2003,AMR,SUR,DAYS0-27,BTSX,0,0
2006,EUR,SVK,DAYS0-27,BTSX,0,0
2000,EUR,SVK,DAYS0-27,BTSX,0,0
2005,EUR,SVK,DAYS0-27,BTSX,0,0
2010,EUR,SVK,DAYS0-27,BTSX,0,0
2009,EUR,SVK,DAYS0-27,BTSX,0,0
2008,EUR,SVK,DAYS0-27,BTSX,0,0
2013,EUR,SVK,DAYS0-27,BTSX,0,0
2002,EUR,SVK,DAYS0-27,BTSX,0,0
2001,EUR,SVK,DAYS0-27,BTSX,0,0
2011,EUR,SVK,DAYS0-27,BTSX,0,0
2004,EUR,SVK,DAYS0-27,BTSX,0,0
2003,EUR,SVK,DAYS0-27,BTSX,0,0
2007,EUR,SVK,DAYS0-27,BTSX,0,0
2012,EUR,SVK,DAYS0-27,BTSX,0,0
2010,EUR,SVN,DAYS0-27,BTSX,0,0
2004,EUR,SVN,DAYS0-27,BTSX,0,0
2003,EUR,SVN,DAYS0-27,BTSX,0,0
2008,EUR,SVN,DAYS0-27,BTSX,0,0
2000,EUR,SVN,DAYS0-27,BTSX,0,0
2006,EUR,SVN,DAYS0-27,BTSX,0,0
2007,EUR,SVN,DAYS0-27,BTSX,0,0
2013,EUR,SVN,DAYS0-27,BTSX,0,0
2011,EUR,SVN,DAYS0-27,BTSX,0,0
2002,EUR,SVN,DAYS0-27,BTSX,0,0
2009,EUR,SVN,DAYS0-27,BTSX,0,0
2005,EUR,SVN,DAYS0-27,BTSX,0,0
2001,EUR,SVN,DAYS0-27,BTSX,0,0
2012,EUR,SVN,DAYS0-27,BTSX,0,0
