year,region,code,agegroup,Display Value,Numeric,Low,High,Comments
2001,,,MONTHS1-59,0,0.0006,,,
2004,,,MONTHS1-59,0,0.0003,,,
2008,,,MONTHS1-59,0,0.00029,,,
2002,WPR,NIU,MONTHS1-59,0,0,,,
2012,WPR,PNG,MONTHS1-59,0,0.01956,,,
2011,AMR,ECU,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.01233,,,
2009,EMR,SAU,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.00017,,,
2006,EMR,ARE,MONTHS1-59,0,0,,,
2002,AFR,MUS,MONTHS1-59,0,0,,,
2008,AMR,BRB,MONTHS1-59,0,0,,,
2008,WPR,SLB,MONTHS1-59,0,0,,,
2007,EUR,FIN,MONTHS1-59,0,0,,,
2006,EUR,MLT,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.02373,,,
2007,AMR,SUR,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0,,,
2003,AFR,NAM,MONTHS1-59,0,0,,,
2005,WPR,AUS,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.01633,,,
2009,EMR,IRQ,MONTHS1-59,0,0.04633,,,
2004,,,MONTHS1-59,0,0.0004,,,
2003,EUR,AUT,MONTHS1-59,0,0,,,
2012,EMR,JOR,MONTHS1-59,0,0,,,
2010,EUR,DNK,MONTHS1-59,0,0,,,
2006,AMR,USA,MONTHS1-59,0,0,,,
2009,WPR,PHL,MONTHS1-59,0,0.01546,,,
2008,EUR,GEO,MONTHS1-59,0,0,,,
2009,WPR,SGP,MONTHS1-59,0,0,,,
2000,AMR,VEN,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.02551,,,
2002,EMR,SYR,MONTHS1-59,0.1,0.09487,,,
2004,EUR,GBR,MONTHS1-59,0,0,,,
2002,EUR,HRV,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.03965,,,
2011,,,MONTHS1-59,0,0.00022,,,
2000,EUR,PRT,MONTHS1-59,0,0,,,
2009,AFR,GMB,MONTHS1-59,0,0.00649,,,
2013,WPR,NRU,MONTHS1-59,0,0,,,
2002,EMR,IRQ,MONTHS1-59,0.1,0.05466,,,
2006,EUR,ISL,MONTHS1-59,0,0,,,
2007,EMR,BHR,MONTHS1-59,0,0,,,
2002,SEAR,NPL,MONTHS1-59,0,0.03376,,,
2010,,,MONTHS1-59,0,0.02111,,,
2007,EUR,LTU,MONTHS1-59,0,0,,,
2010,WPR,JPN,MONTHS1-59,0,0,,,
2008,EUR,ESP,MONTHS1-59,0,0,,,
2012,EMR,QAT,MONTHS1-59,0,0,,,
2011,AFR,ETH,MONTHS1-59,0,0.02171,,,
2009,AFR,TZA,MONTHS1-59,0,0.00696,,,
2011,EUR,HRV,MONTHS1-59,0,0,,,
2012,WPR,SGP,MONTHS1-59,0,0,,,
2002,WPR,PNG,MONTHS1-59,0,0.02803,,,
2001,EMR,IRN,MONTHS1-59,0,0.01072,,,
2003,AMR,SUR,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0.0355,,,
2012,EMR,OMN,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0,,,
2010,WPR,SLB,MONTHS1-59,0,0,,,
2008,EMR,ARE,MONTHS1-59,0,0,,,
2011,EUR,MKD,MONTHS1-59,0,0,,,
2009,AMR,HTI,MONTHS1-59,0,0.02308,,,
2000,WPR,SGP,MONTHS1-59,0,0,,,
2007,WPR,JPN,MONTHS1-59,0,0,,,
2008,AFR,SWZ,MONTHS1-59,0,0,,,
2009,AMR,VEN,MONTHS1-59,0,0,,,
2006,EUR,BGR,MONTHS1-59,0,0,,,
2006,AMR,CRI,MONTHS1-59,0,0,,,
2009,WPR,BRN,MONTHS1-59,0,0,,,
2001,AFR,ZAF,MONTHS1-59,0,0.02612,,,
2007,EUR,NOR,MONTHS1-59,0,0,,,
2010,AFR,MLI,MONTHS1-59,0,0.00909,,,
2001,AMR,SLV,MONTHS1-59,0,0,,,
2003,AFR,DZA,MONTHS1-59,0,0.01201,,,
2010,SEAR,IND,MONTHS1-59,0,0.02735,,,
2008,AMR,USA,MONTHS1-59,0,0,,,
2002,AMR,DMA,MONTHS1-59,0,0,,,
2007,AFR,UGA,MONTHS1-59,0,0.01372,,,
2002,,,MONTHS1-59,0,0.00053,,,
2013,EUR,DNK,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.03357,,,
2010,EUR,SWE,MONTHS1-59,0,0,,,
2012,AMR,BRA,MONTHS1-59,0,0.00154,,,
2005,SEAR,PRK,MONTHS1-59,0,0.01841,,,
2011,,,MONTHS1-59,0,0.01755,,,
2011,SEAR,NPL,MONTHS1-59,0,0.01895,,,
2012,SEAR,MMR,MONTHS1-59,0,0.0148,,,
2008,AMR,GUY,MONTHS1-59,0,0,,,
2009,AMR,SUR,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.0322,,,
2003,AFR,ZWE,MONTHS1-59,0,0.02539,,,
2005,AFR,NAM,MONTHS1-59,0,0,,,
2002,AMR,GUY,MONTHS1-59,0,0,,,
2007,AFR,AGO,MONTHS1-59,0,0.00635,,,
2002,EUR,ESP,MONTHS1-59,0,0,,,
2009,EMR,SDN,MONTHS1-59,0,0.00876,,,
2012,AFR,GMB,MONTHS1-59,0,0.00665,,,
2006,EMR,QAT,MONTHS1-59,0,0,,,
2013,EUR,TUR,MONTHS1-59,0,0.00126,,,
2006,,,MONTHS1-59,0,0.02095,,,
2000,EUR,CHE,MONTHS1-59,0,0,,,
2007,AFR,SEN,MONTHS1-59,0,0.00902,,,
2010,EMR,PAK,MONTHS1-59,0,0.00992,,,
2013,EUR,BIH,MONTHS1-59,0,0,,,
2009,EUR,LTU,MONTHS1-59,0,0,,,
2005,EUR,FRA,MONTHS1-59,0,0,,,
2006,EUR,NOR,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.01863,,,
2011,,,MONTHS1-59,0,0.0118,,,
2001,AFR,CIV,MONTHS1-59,0,0.01504,,,
2003,SEAR,IND,MONTHS1-59,0,0.03489,,,
2002,AMR,SUR,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0,,,
2006,WPR,COK,MONTHS1-59,0,0,,,
2004,EMR,SAU,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.01007,,,
2012,,,MONTHS1-59,0,0.0256,,,
2000,,,MONTHS1-59,0,0.0385,,,
2007,WPR,FJI,MONTHS1-59,0,0,,,
2004,SEAR,IDN,MONTHS1-59,0,0.04802,,,
2005,AFR,SYC,MONTHS1-59,0,0,,,
2007,AFR,GAB,MONTHS1-59,0.1,0.06007,,,
2001,EUR,IRL,MONTHS1-59,0,0,,,
2005,SEAR,TLS,MONTHS1-59,0,0.04886,,,
2007,AFR,GNQ,MONTHS1-59,0,0,,,
2006,WPR,AUS,MONTHS1-59,0,0,,,
2008,EMR,SOM,MONTHS1-59,0,0.02591,,,
2010,EMR,EGY,MONTHS1-59,0,0.00437,,,
2011,EUR,POL,MONTHS1-59,0,0,,,
2001,EUR,NLD,MONTHS1-59,0,0,,,
2003,AMR,VCT,MONTHS1-59,0,0,,,
2006,EMR,TUN,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.00029,,,
2003,WPR,FSM,MONTHS1-59,0,0,,,
2006,AFR,MOZ,MONTHS1-59,0,0.01483,,,
2005,EUR,CHE,MONTHS1-59,0,0,,,
2007,EUR,TKM,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.00751,,,
2008,EMR,LBY,MONTHS1-59,0,0,,,
2006,AMR,MEX,MONTHS1-59,0,0.02014,,,
2002,,,MONTHS1-59,0,0.01735,,,
2013,,,MONTHS1-59,0,0.01319,,,
2006,WPR,CHN,MONTHS1-59,0,0.02214,,,
2011,EUR,SRB,MONTHS1-59,0,0,,,
2003,AMR,CRI,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0,,,
2007,AFR,MLI,MONTHS1-59,0,0.0093,,,
2002,EUR,ARM,MONTHS1-59,0,0,,,
2003,EMR,QAT,MONTHS1-59,0,0,,,
2006,AMR,LCA,MONTHS1-59,0,0,,,
2000,AFR,TZA,MONTHS1-59,0,0.00736,,,
2005,AFR,MWI,MONTHS1-59,0,0.00559,,,
2002,EUR,GEO,MONTHS1-59,0,0,,,
2009,EUR,DNK,MONTHS1-59,0,0,,,
2005,AMR,BOL,MONTHS1-59,0,0.01571,,,
2002,,,MONTHS1-59,0,0.02319,,,
2005,EMR,LBN,MONTHS1-59,0,0,,,
2004,WPR,AUS,MONTHS1-59,0,0,,,
2012,AFR,SLE,MONTHS1-59,0,0.01032,,,
2004,EUR,CZE,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.02764,,,
2002,EMR,SAU,MONTHS1-59,0,0.00225,,,
2007,WPR,WSM,MONTHS1-59,0,0,,,
2002,AMR,VCT,MONTHS1-59,0,0,,,
2005,EMR,YEM,MONTHS1-59,0,0.02886,,,
2000,AFR,TCD,MONTHS1-59,0,0.02658,,,
2006,AMR,PAN,MONTHS1-59,0,0,,,
2009,EUR,BGR,MONTHS1-59,0,0,,,
2004,AMR,PER,MONTHS1-59,0,0,,,
2013,EUR,ISL,MONTHS1-59,0,0,,,
2004,EUR,NOR,MONTHS1-59,0,0,,,
2000,EUR,FIN,MONTHS1-59,0,0,,,
2010,EUR,LVA,MONTHS1-59,0,0,,,
2000,AFR,COM,MONTHS1-59,0,0,,,
2006,AMR,ATG,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0,,,
2010,AMR,ECU,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.0003,,,
2004,,,MONTHS1-59,0,0,,,
2013,EMR,SDN,MONTHS1-59,0,0.00894,,,
2000,AMR,MEX,MONTHS1-59,0,0.00537,,,
2000,AMR,SUR,MONTHS1-59,0,0,,,
2009,AMR,HND,MONTHS1-59,0,0,,,
2005,WPR,COK,MONTHS1-59,0,0,,,
2013,AFR,NGA,MONTHS1-59,0,0.01296,,,
2004,EUR,UKR,MONTHS1-59,0,0,,,
2009,EUR,ARM,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.02404,,,
2001,EMR,AFG,MONTHS1-59,0,0.01867,,,
2007,EUR,NLD,MONTHS1-59,0,0,,,
2001,EUR,LUX,MONTHS1-59,0,0,,,
2004,EUR,FRA,MONTHS1-59,0,0,,,
2000,SEAR,BGD,MONTHS1-59,0,0.01374,,,
2008,WPR,NRU,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.01843,,,
2009,,,MONTHS1-59,0,0.00873,,,
2012,WPR,NZL,MONTHS1-59,0,0,,,
2000,AFR,GIN,MONTHS1-59,0,0.01812,,,
2007,EMR,AFG,MONTHS1-59,0,0.0142,,,
2002,AFR,ZWE,MONTHS1-59,0,0.02592,,,
2005,EUR,LVA,MONTHS1-59,0,0,,,
2003,AFR,ETH,MONTHS1-59,0,0.02429,,,
2012,WPR,AUS,MONTHS1-59,0,0,,,
2000,SEAR,LKA,MONTHS1-59,0,0.01112,,,
2001,AFR,SLE,MONTHS1-59,0,0.01048,,,
2001,AMR,BHS,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.01288,,,
2007,AFR,COG,MONTHS1-59,0,0.01584,,,
2006,AFR,CPV,MONTHS1-59,0,0,,,
2010,EUR,SVN,MONTHS1-59,0,0,,,
2012,WPR,FJI,MONTHS1-59,0,0,,,
2008,EUR,AND,MONTHS1-59,0,0,,,
2009,EMR,LBY,MONTHS1-59,0,0,,,
2012,WPR,KOR,MONTHS1-59,0,0,,,
2006,AMR,PRY,MONTHS1-59,0,0,,,
2010,SEAR,THA,MONTHS1-59,0,0.00593,,,
2003,AFR,GNB,MONTHS1-59,0,0.01687,,,
2007,,,MONTHS1-59,0,0.01364,,,
2002,EUR,MCO,MONTHS1-59,,,,,
2006,AFR,CIV,MONTHS1-59,0,0.01629,,,
2010,EUR,FRA,MONTHS1-59,0,0,,,
2011,EUR,NOR,MONTHS1-59,0,0,,,
2010,WPR,NIU,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.01426,,,
2000,,,MONTHS1-59,0,0.02812,,,
2004,AFR,ERI,MONTHS1-59,0,0.0033,,,
2005,EUR,HRV,MONTHS1-59,0,0,,,
2003,WPR,CHN,MONTHS1-59,0,0.03399,,,
2007,WPR,AUS,MONTHS1-59,0,0,,,
2013,AFR,GMB,MONTHS1-59,0,0.00693,,,
2001,AMR,PRY,MONTHS1-59,0,0,,,
2000,EUR,GRC,MONTHS1-59,0,0,,,
2001,EUR,SRB,MONTHS1-59,0,0,,,
2001,EUR,MDA,MONTHS1-59,0,0,,,
2011,AFR,MRT,MONTHS1-59,0,0.01265,,,
2005,AFR,MDG,MONTHS1-59,0,0.0102,,,
2000,WPR,MHL,MONTHS1-59,0,0,,,
2006,EMR,IRN,MONTHS1-59,0,0.00912,,,
2008,,,MONTHS1-59,0,0.01455,,,
2003,WPR,LAO,MONTHS1-59,0,0.04457,,,
2012,SEAR,TLS,MONTHS1-59,0.1,0.0638,,,
2000,EUR,LVA,MONTHS1-59,0,0,,,
2004,AFR,ETH,MONTHS1-59,0,0.02378,,,
2007,AFR,CPV,MONTHS1-59,0,0,,,
2001,SEAR,LKA,MONTHS1-59,0,0.01097,,,
2001,AMR,GUY,MONTHS1-59,0,0,,,
2009,WPR,WSM,MONTHS1-59,0,0,,,
2001,AMR,BOL,MONTHS1-59,0,0.01721,,,
2009,,,MONTHS1-59,0,0.02572,,,
2003,AMR,TTO,MONTHS1-59,0,0,,,
2012,WPR,JPN,MONTHS1-59,0,0,,,
2010,AFR,ZMB,MONTHS1-59,0,0.00977,,,
2008,EUR,CYP,MONTHS1-59,0,0,,,
2009,WPR,NRU,MONTHS1-59,0,0,,,
2012,EMR,IRN,MONTHS1-59,0,0.00799,,,
2006,AFR,SYC,MONTHS1-59,0,0,,,
2009,AFR,MUS,MONTHS1-59,0,0,,,
2012,EUR,GRC,MONTHS1-59,0,0,,,
2007,AMR,USA,MONTHS1-59,0,0,,,
2009,SEAR,IND,MONTHS1-59,0,0.02775,,,
2002,AMR,HTI,MONTHS1-59,0,0.03505,,,
2003,EUR,SWE,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.0154,,,
2002,AFR,COG,MONTHS1-59,0,0.01379,,,
2006,EUR,GBR,MONTHS1-59,0,0,,,
2007,WPR,NZL,MONTHS1-59,0,0,,,
2007,AMR,CAN,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.03517,,,
2012,AFR,ZAF,MONTHS1-59,0,0.02263,,,
2012,EUR,CHE,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.01593,,,
2004,EUR,AUT,MONTHS1-59,0,0,,,
2005,EMR,IRN,MONTHS1-59,0,0.00951,,,
2001,EUR,ESP,MONTHS1-59,0,0,,,
2000,WPR,KOR,MONTHS1-59,0,0,,,
2013,WPR,NZL,MONTHS1-59,0,0,,,
2004,AFR,MRT,MONTHS1-59,0,0.01254,,,
2002,AMR,URY,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.01626,,,
2002,,,MONTHS1-59,0,0.01252,,,
2001,AMR,MEX,MONTHS1-59,0,0.01206,,,
2008,WPR,PLW,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.01274,,,
2008,,,MONTHS1-59,0,0.02308,,,
2011,WPR,MYS,MONTHS1-59,0,0.00573,,,
2012,EMR,TUN,MONTHS1-59,0,0,,,
2011,AFR,SSD,MONTHS1-59,0,0.00271,,,
2003,AMR,CUB,MONTHS1-59,0,0,,,
2001,AFR,GAB,MONTHS1-59,0.1,0.07311,,,
2004,SEAR,NPL,MONTHS1-59,0,0.02539,,,
2001,,,MONTHS1-59,0,0.04066,,,
2004,,,MONTHS1-59,0,0.01609,,,
2005,AFR,LBR,MONTHS1-59,0,0.0244,,,
2006,AFR,SEN,MONTHS1-59,0,0.0085,,,
2005,EMR,OMN,MONTHS1-59,0,0,,,
2004,AFR,LSO,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.00656,,,
2005,AMR,BRA,MONTHS1-59,0,0.00539,,,
2010,EUR,SMR,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0,,,
2000,AFR,UGA,MONTHS1-59,0,0.01378,,,
2009,,,MONTHS1-59,0,0.02267,,,
2009,AMR,JAM,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0,,,
2013,AFR,TGO,MONTHS1-59,0,0.00846,,,
2006,AMR,PER,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0,,,
2005,AMR,ARG,MONTHS1-59,0,0,,,
2002,EUR,AND,MONTHS1-59,0,0,,,
2000,EUR,MDA,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.01503,,,
2003,EUR,MNE,MONTHS1-59,0,0,,,
2005,EUR,BEL,MONTHS1-59,0,0,,,
2012,AFR,CPV,MONTHS1-59,0,0,,,
2002,WPR,LAO,MONTHS1-59,0.1,0.0513,,,
2008,AMR,GTM,MONTHS1-59,0,0.01273,,,
2006,WPR,VNM,MONTHS1-59,0,0.01521,,,
2008,AMR,TTO,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0,,,
2007,AFR,SLE,MONTHS1-59,0,0.01118,,,
2003,WPR,NIU,MONTHS1-59,0,0,,,
2005,SEAR,MMR,MONTHS1-59,0,0.01643,,,
2012,AMR,ECU,MONTHS1-59,0,0,,,
2009,EUR,UKR,MONTHS1-59,0,0,,,
2012,AFR,SWZ,MONTHS1-59,0,0,,,
2007,WPR,CHN,MONTHS1-59,0,0.02216,,,
2005,SEAR,LKA,MONTHS1-59,0,0.01178,,,
2000,AFR,BDI,MONTHS1-59,0,0.0043,,,
2012,SEAR,LKA,MONTHS1-59,0,0.00764,,,
2011,EMR,IRN,MONTHS1-59,0,0.00763,,,
2008,AFR,NER,MONTHS1-59,0,0.0166,,,
2000,AFR,MOZ,MONTHS1-59,0,0.02005,,,
2004,EMR,QAT,MONTHS1-59,0,0,,,
2013,EMR,AFG,MONTHS1-59,0,0.01226,,,
2004,WPR,KHM,MONTHS1-59,0,0.01501,,,
2004,AMR,CRI,MONTHS1-59,0,0,,,
2007,EMR,DJI,MONTHS1-59,0,0,,,
2003,EUR,SVN,MONTHS1-59,0,0,,,
2004,AMR,NIC,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.03516,,,
2012,EUR,MLT,MONTHS1-59,0,0,,,
2008,EUR,SWE,MONTHS1-59,0,0,,,
2005,WPR,KOR,MONTHS1-59,0,0,,,
2008,SEAR,IND,MONTHS1-59,0,0.02915,,,
2011,AFR,CIV,MONTHS1-59,0,0.01417,,,
2005,AMR,PRY,MONTHS1-59,0,0,,,
2008,AMR,DOM,MONTHS1-59,0,0.03648,,,
2011,EUR,ISR,MONTHS1-59,0,0,,,
2002,EMR,BHR,MONTHS1-59,0,0,,,
2003,EMR,MAR,MONTHS1-59,0,0.00306,,,
2002,AMR,BRB,MONTHS1-59,0,0,,,
2004,EUR,TUR,MONTHS1-59,0,0.00148,,,
2007,,,MONTHS1-59,0,0.01461,,,
2012,AFR,BDI,MONTHS1-59,0,0.00447,,,
2010,EMR,IRN,MONTHS1-59,0,0.0085,,,
2009,EUR,MKD,MONTHS1-59,0,0,,,
2003,AMR,COL,MONTHS1-59,0,0.03091,,,
2001,AMR,SUR,MONTHS1-59,0,0,,,
2013,AFR,TZA,MONTHS1-59,0,0.00815,,,
2007,AMR,HTI,MONTHS1-59,0,0.0257,,,
2008,EUR,ROU,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.01994,,,
2009,EMR,SYR,MONTHS1-59,0.1,0.07746,,,
2012,EUR,TKM,MONTHS1-59,0,0,,,
2005,WPR,VNM,MONTHS1-59,0,0.01688,,,
2003,,,MONTHS1-59,0,0.00864,,,
2001,AFR,COM,MONTHS1-59,0,0,,,
2011,AFR,MWI,MONTHS1-59,0,0.00567,,,
2004,EMR,IRN,MONTHS1-59,0,0.00954,,,
2006,WPR,MNG,MONTHS1-59,0,0,,,
2003,AMR,ARG,MONTHS1-59,0,0,,,
2004,SEAR,BTN,MONTHS1-59,0,0,,,
2012,WPR,CHN,MONTHS1-59,0,0.02355,,,
2011,EMR,TUN,MONTHS1-59,0,0,,,
2002,AFR,GMB,MONTHS1-59,0,0.00697,,,
2008,AFR,CMR,MONTHS1-59,0,0.00868,,,
2010,AMR,USA,MONTHS1-59,0,0,,,
2006,WPR,PLW,MONTHS1-59,0,0,,,
2012,EUR,MCO,MONTHS1-59,,,,,
2003,AMR,SLV,MONTHS1-59,0,0,,,
2005,EMR,JOR,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.02612,,,
2002,AFR,LSO,MONTHS1-59,0,0,,,
2009,EUR,NOR,MONTHS1-59,0,0,,,
2001,AFR,BEN,MONTHS1-59,0,0.0109,,,
2012,,,MONTHS1-59,0,0.01724,,,
2009,,,MONTHS1-59,0,0.02072,,,
2010,,,MONTHS1-59,0,0.00026,,,
2005,AMR,PAN,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.00662,,,
2001,EMR,LBY,MONTHS1-59,0,0,,,
2002,WPR,SGP,MONTHS1-59,0,0,,,
2000,SEAR,IND,MONTHS1-59,0,0.04247,,,
2010,AMR,BOL,MONTHS1-59,0,0.01565,,,
2009,AFR,AGO,MONTHS1-59,0,0.00499,,,
2006,,,MONTHS1-59,0,0.0148,,,
2007,AMR,COL,MONTHS1-59,0,0.01898,,,
2011,AFR,TZA,MONTHS1-59,0,0.00722,,,
2011,EUR,LUX,MONTHS1-59,0,0,,,
2011,EUR,PRT,MONTHS1-59,0,0,,,
2011,EUR,RUS,MONTHS1-59,0,0,,,
2001,EMR,PAK,MONTHS1-59,0,0.01754,,,
2010,AMR,GUY,MONTHS1-59,0,0,,,
2005,EUR,TKM,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.03322,,,
2011,AMR,VEN,MONTHS1-59,0,0,,,
2003,EUR,GRC,MONTHS1-59,0,0,,,
2009,WPR,COK,MONTHS1-59,0,0,,,
2011,AMR,KNA,MONTHS1-59,0,0,,,
2000,AFR,GHA,MONTHS1-59,0,0.00809,,,
2002,SEAR,THA,MONTHS1-59,0,0.00807,,,
2005,WPR,MNG,MONTHS1-59,0,0,,,
2007,AFR,STP,MONTHS1-59,0,0,,,
2006,AFR,KEN,MONTHS1-59,0,0.01115,,,
2013,EUR,AZE,MONTHS1-59,0,0,,,
2002,EUR,AUT,MONTHS1-59,0,0,,,
2000,AMR,BLZ,MONTHS1-59,0,0,,,
2006,AFR,COD,MONTHS1-59,0,0.01806,,,
2012,EUR,SWE,MONTHS1-59,0,0,,,
2004,SEAR,LKA,MONTHS1-59,0,0.01184,,,
2012,EUR,AND,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.00882,,,
2011,AMR,ATG,MONTHS1-59,0,0,,,
2002,EUR,ITA,MONTHS1-59,0,0,,,
2003,SEAR,TLS,MONTHS1-59,0.1,0.07417,,,
2005,AFR,GNQ,MONTHS1-59,0,0,,,
2005,WPR,CHN,MONTHS1-59,0,0.02426,,,
2007,AFR,GIN,MONTHS1-59,0,0.02035,,,
2008,AFR,SLE,MONTHS1-59,0,0.0113,,,
2009,EUR,AZE,MONTHS1-59,0,0,,,
2006,SEAR,BTN,MONTHS1-59,0,0,,,
2011,WPR,PHL,MONTHS1-59,0,0.01331,,,
2000,WPR,COK,MONTHS1-59,0,0,,,
2006,EUR,EST,MONTHS1-59,0,0,,,
2007,AMR,BOL,MONTHS1-59,0,0.01547,,,
2010,EUR,ARM,MONTHS1-59,0,0,,,
2002,AMR,BHS,MONTHS1-59,0,0,,,
2001,AMR,USA,MONTHS1-59,0,0,,,
2002,,,MONTHS1-59,0,0,,,
2008,WPR,MNG,MONTHS1-59,0,0,,,
2011,AFR,LSO,MONTHS1-59,0,0,,,
2000,AFR,AGO,MONTHS1-59,0,0.01064,,,
2002,AFR,TZA,MONTHS1-59,0,0.00723,,,
2008,AMR,ATG,MONTHS1-59,0,0,,,
2008,EUR,RUS,MONTHS1-59,0,0,,,
2006,AFR,RWA,MONTHS1-59,0,0.00222,,,
2011,AFR,BWA,MONTHS1-59,0,0,,,
2012,AFR,LBR,MONTHS1-59,0,0.02429,,,
2008,WPR,BRN,MONTHS1-59,0,0,,,
2003,AMR,URY,MONTHS1-59,0,0,,,
2005,SEAR,IDN,MONTHS1-59,0,0.04264,,,
2012,EUR,LVA,MONTHS1-59,0,0,,,
2012,EUR,GBR,MONTHS1-59,0,0,,,
2010,EMR,SYR,MONTHS1-59,0.1,0.07343,,,
2013,AFR,AGO,MONTHS1-59,0,0.0045,,,
2002,AMR,ATG,MONTHS1-59,0,0,,,
2007,AFR,TGO,MONTHS1-59,0,0.00799,,,
2011,EMR,KWT,MONTHS1-59,0,0,,,
2012,AMR,SLV,MONTHS1-59,0,0,,,
2008,EUR,NLD,MONTHS1-59,0,0,,,
2000,EUR,BEL,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.00702,,,
2001,AFR,CPV,MONTHS1-59,0,0,,,
2010,EUR,MNE,MONTHS1-59,0,0,,,
2010,EUR,GEO,MONTHS1-59,0,0,,,
2011,EUR,ITA,MONTHS1-59,0,0,,,
2013,WPR,MHL,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.02168,,,
2005,AMR,GRD,MONTHS1-59,0,0,,,
2010,EUR,DEU,MONTHS1-59,0,0,,,
2008,EMR,SDN,MONTHS1-59,0,0.00934,,,
2011,EMR,OMN,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.00036,,,
2004,EUR,GEO,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.00022,,,
2003,AMR,BRB,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.00024,,,
2001,,,MONTHS1-59,0,0.03685,,,
2000,AFR,CPV,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.00891,,,
2012,EUR,MDA,MONTHS1-59,0,0,,,
2001,EUR,CYP,MONTHS1-59,0,0,,,
2002,AFR,MRT,MONTHS1-59,0,0.01429,,,
2011,,,MONTHS1-59,0,0,,,
2012,AFR,KEN,MONTHS1-59,0,0.0109,,,
2009,EUR,LVA,MONTHS1-59,0,0,,,
2007,AFR,BEN,MONTHS1-59,0,0.0126,,,
2009,AFR,ZAF,MONTHS1-59,0,0.01538,,,
2001,AMR,VCT,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.02155,,,
2013,WPR,LAO,MONTHS1-59,0,0.02048,,,
2002,WPR,VUT,MONTHS1-59,0,0,,,
2004,EUR,ISR,MONTHS1-59,0,0,,,
2004,AFR,GIN,MONTHS1-59,0,0.02119,,,
2007,,,MONTHS1-59,0,0,,,
2004,WPR,VNM,MONTHS1-59,0,0.0166,,,
2005,,,MONTHS1-59,0,0.01508,,,
2010,EUR,KGZ,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.02262,,,
2000,WPR,LAO,MONTHS1-59,0.1,0.0572,,,
2010,AFR,CPV,MONTHS1-59,0,0,,,
2005,AMR,BLZ,MONTHS1-59,0,0,,,
2006,SEAR,MDV,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.0488,,,
2002,WPR,COK,MONTHS1-59,0,0,,,
2013,AFR,NAM,MONTHS1-59,0,0,,,
2006,EUR,HRV,MONTHS1-59,0,0,,,
2000,EMR,PAK,MONTHS1-59,0,0.01929,,,
