year,region,code,agegroup,Display Value,Numeric,Low,High,Comments
2003,EMR,SYR,MONTHS1-59,0.1,0.09625,,,
2004,WPR,SGP,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.01591,,,
2009,,,MONTHS1-59,0,0.01395,,,
2011,,,MONTHS1-59,0,0.00022,,,
2003,,,MONTHS1-59,0,0.00944,,,
2010,,,MONTHS1-59,0,0.02124,,,
2001,AMR,TTO,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.02052,,,
2010,EUR,EST,MONTHS1-59,0,0,,,
2011,AFR,NGA,MONTHS1-59,0,0.0116,,,
2004,,,MONTHS1-59,0,0.02685,,,
2010,AFR,MDG,MONTHS1-59,0,0.01187,,,
2002,AMR,CUB,MONTHS1-59,0,0,,,
2000,AFR,SWZ,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0,,,
2001,AFR,COD,MONTHS1-59,0,0.01863,,,
2003,,,MONTHS1-59,0,0.01448,,,
2001,AFR,CAF,MONTHS1-59,0,0.0255,,,
2002,EUR,MNE,MONTHS1-59,0,0,,,
2011,AFR,CPV,MONTHS1-59,0,0,,,
2009,EMR,QAT,MONTHS1-59,0,0,,,
2011,EMR,ARE,MONTHS1-59,0,0,,,
2008,EUR,BLR,MONTHS1-59,0,0,,,
2010,WPR,AUS,MONTHS1-59,0,0,,,
2008,EMR,SAU,MONTHS1-59,0,0,,,
2000,WPR,CHN,MONTHS1-59,0.1,0.05053,,,
2007,AFR,ERI,MONTHS1-59,0,0.00308,,,
2013,,,MONTHS1-59,0,0.02277,,,
2013,AMR,URY,MONTHS1-59,0,0,,,
2012,EMR,SDN,MONTHS1-59,0,0.00822,,,
2001,WPR,WSM,MONTHS1-59,0,0,,,
2003,EUR,TUR,MONTHS1-59,0,0.00165,,,
2004,SEAR,TLS,MONTHS1-59,0,0.04521,,,
2013,AMR,GTM,MONTHS1-59,0,0.01231,,,
2000,EUR,ISL,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.02055,,,
2001,EMR,SOM,MONTHS1-59,0,0.02863,,,
2004,EUR,SVK,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.01737,,,
2008,,,MONTHS1-59,0,0.00827,,,
2007,EUR,SWE,MONTHS1-59,0,0,,,
2010,EUR,HUN,MONTHS1-59,0,0,,,
2008,SEAR,NPL,MONTHS1-59,0,0.02418,,,
2007,AMR,GTM,MONTHS1-59,0,0.0135,,,
2002,WPR,TON,MONTHS1-59,0,0,,,
2000,AFR,BFA,MONTHS1-59,0,0.00779,,,
2004,AMR,ECU,MONTHS1-59,0,0,,,
2010,EUR,BIH,MONTHS1-59,0,0,,,
2007,WPR,FSM,MONTHS1-59,0,0,,,
2011,AFR,SEN,MONTHS1-59,0,0.01035,,,
2012,AMR,ATG,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.01456,,,
2008,EUR,HRV,MONTHS1-59,0,0,,,
2002,SEAR,PRK,MONTHS1-59,0,0.01897,,,
2002,EMR,MAR,MONTHS1-59,0,0.00321,,,
2009,EMR,OMN,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.01697,,,
2005,EUR,ESP,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.04375,,,
2008,AMR,COL,MONTHS1-59,0,0.01973,,,
2001,EUR,AZE,MONTHS1-59,0,0,,,
2005,,,MONTHS1-59,0,0.0085,,,
2010,,,MONTHS1-59,0,0.01319,,,
2010,SEAR,BTN,MONTHS1-59,0,0,,,
2007,AMR,URY,MONTHS1-59,0,0,,,
2010,EUR,GBR,MONTHS1-59,0,0,,,
2003,AFR,LSO,MONTHS1-59,0,0,,,
2002,EUR,SMR,MONTHS1-59,0,0,,,
2005,WPR,PNG,MONTHS1-59,0,0.02407,,,
2011,EUR,MDA,MONTHS1-59,0,0,,,
2006,AFR,GNQ,MONTHS1-59,0,0,,,
2007,EMR,SOM,MONTHS1-59,0,0.02713,,,
2006,EUR,FIN,MONTHS1-59,0,0,,,
2007,EUR,ROU,MONTHS1-59,0,0,,,
2001,AMR,CHL,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.03965,,,
2009,,,MONTHS1-59,0,0.01274,,,
2006,AFR,MUS,MONTHS1-59,0,0,,,
2008,EUR,BGR,MONTHS1-59,0,0,,,
2002,SEAR,IDN,MONTHS1-59,0.1,0.05277,,,
2000,AMR,URY,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.01404,,,
2004,AMR,CAN,MONTHS1-59,0,0,,,
2012,EUR,ROU,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.02205,,,
2007,AFR,NAM,MONTHS1-59,0,0,,,
2003,WPR,JPN,MONTHS1-59,0,0,,,
2008,EMR,QAT,MONTHS1-59,0,0,,,
2010,EUR,MDA,MONTHS1-59,0,0,,,
2000,AFR,CAF,MONTHS1-59,0,0.02621,,,
2006,EMR,SOM,MONTHS1-59,0,0.02568,,,
2004,AFR,TGO,MONTHS1-59,0,0.00839,,,
2003,,,MONTHS1-59,0,0.02018,,,
2005,,,MONTHS1-59,0,0.02579,,,
2013,AMR,JAM,MONTHS1-59,0,0,,,
2000,EMR,DJI,MONTHS1-59,0,0,,,
2007,EMR,PAK,MONTHS1-59,0,0.0108,,,
2008,AFR,MDG,MONTHS1-59,0,0.013,,,
2012,AMR,URY,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.01515,,,
2000,EMR,SDN,MONTHS1-59,0,0.01184,,,
2005,,,MONTHS1-59,0,0.01751,,,
2011,AMR,MEX,MONTHS1-59,0,0.00465,,,
2005,,,MONTHS1-59,0,0.00688,,,
2005,EUR,PRT,MONTHS1-59,0,0,,,
2000,SEAR,PRK,MONTHS1-59,0,0.02333,,,
2003,,,MONTHS1-59,0,0.03322,,,
2000,EUR,TJK,MONTHS1-59,0,0,,,
2008,,,MONTHS1-59,0,0.00554,,,
2011,,,MONTHS1-59,0,0,,,
2004,AFR,TZA,MONTHS1-59,0,0.00721,,,
2005,AFR,BFA,MONTHS1-59,0,0.00791,,,
2002,EUR,CHE,MONTHS1-59,0,0,,,
2008,WPR,KHM,MONTHS1-59,0,0.01328,,,
2011,AFR,COM,MONTHS1-59,0,0,,,
2004,EUR,ESP,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.02002,,,
2001,,,MONTHS1-59,0,0.01535,,,
2001,AMR,GRD,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.04071,,,
2010,AFR,RWA,MONTHS1-59,0,0.00184,,,
2013,,,MONTHS1-59,0,0.01339,,,
2004,WPR,JPN,MONTHS1-59,0,0,,,
2011,EUR,MLT,MONTHS1-59,0,0,,,
2000,AFR,SLE,MONTHS1-59,0,0.00997,,,
2001,AFR,MUS,MONTHS1-59,0,0,,,
2012,AMR,KNA,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.00501,,,
2010,,,MONTHS1-59,0,0.01381,,,
2000,AFR,DZA,MONTHS1-59,0,0.01119,,,
2000,AMR,LCA,MONTHS1-59,0,0,,,
2009,AMR,BRA,MONTHS1-59,0,0,,,
2002,EUR,FRA,MONTHS1-59,0,0,,,
2012,EMR,SOM,MONTHS1-59,0,0.02469,,,
2004,AFR,CPV,MONTHS1-59,0,0,,,
2005,EUR,NLD,MONTHS1-59,0,0,,,
2007,AMR,BRB,MONTHS1-59,0,0,,,
2003,EUR,POL,MONTHS1-59,0,0,,,
2008,EUR,ITA,MONTHS1-59,0,0,,,
2006,,,MONTHS1-59,0,0.01499,,,
2007,EMR,SAU,MONTHS1-59,0,0,,,
2012,AFR,COD,MONTHS1-59,0,0.01391,,,
2011,,,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0.01733,,,
2000,EUR,AND,MONTHS1-59,0,0,,,
2002,EUR,BGR,MONTHS1-59,0,0,,,
2010,AFR,GIN,MONTHS1-59,0,0.01906,,,
2001,SEAR,PRK,MONTHS1-59,0,0.02046,,,
2007,SEAR,MDV,MONTHS1-59,0,0,,,
2003,WPR,COK,MONTHS1-59,0,0,,,
2000,AMR,GTM,MONTHS1-59,0,0.01942,,,
2011,AMR,PAN,MONTHS1-59,0,0,,,
2004,EUR,KGZ,MONTHS1-59,0,0,,,
2013,AFR,ERI,MONTHS1-59,0,0.00293,,,
2006,AFR,CAF,MONTHS1-59,0,0.02197,,,
2000,AFR,MUS,MONTHS1-59,0,0,,,
2013,SEAR,MDV,MONTHS1-59,0,0,,,
2007,EMR,SYR,MONTHS1-59,0.1,0.08731,,,
2007,EUR,ARM,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.01275,,,
2003,EUR,NOR,MONTHS1-59,0,0,,,
2009,AFR,LBR,MONTHS1-59,0,0.02494,,,
2013,EUR,SWE,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.04301,,,
2001,,,MONTHS1-59,0,0,,,
2006,AMR,CHL,MONTHS1-59,0,0,,,
2003,AFR,GIN,MONTHS1-59,0,0.02004,,,
2007,EUR,SMR,MONTHS1-59,0,0,,,
2008,SEAR,TLS,MONTHS1-59,0.1,0.06129,,,
2001,WPR,VUT,MONTHS1-59,0,0,,,
2008,WPR,MYS,MONTHS1-59,0,0.00805,,,
2009,EUR,ISR,MONTHS1-59,0,0,,,
2010,EUR,TKM,MONTHS1-59,0,0,,,
2012,AFR,GNB,MONTHS1-59,0,0.01885,,,
2000,,,MONTHS1-59,0,0.04363,,,
2003,,,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.00862,,,
2003,WPR,KOR,MONTHS1-59,0.1,0.07769,,,
2006,EUR,TJK,MONTHS1-59,0,0,,,
2006,EMR,LBY,MONTHS1-59,0,0,,,
2012,EMR,BHR,MONTHS1-59,0,0,,,
2013,EMR,SAU,MONTHS1-59,0,0,,,
2002,AMR,ARG,MONTHS1-59,0,0,,,
2000,EUR,HRV,MONTHS1-59,0,0,,,
2006,AMR,CUB,MONTHS1-59,0,0,,,
2008,AFR,ZAF,MONTHS1-59,0,0.01493,,,
2005,,,MONTHS1-59,0,0.03063,,,
2011,AFR,BFA,MONTHS1-59,0,0.00991,,,
2013,EUR,GEO,MONTHS1-59,0,0,,,
2010,AFR,TZA,MONTHS1-59,0,0.00711,,,
2005,WPR,LAO,MONTHS1-59,0,0.03817,,,
2004,,,MONTHS1-59,0,0.02191,,,
2001,EUR,MKD,MONTHS1-59,0,0,,,
2004,EUR,IRL,MONTHS1-59,0,0,,,
2008,EUR,LVA,MONTHS1-59,0,0,,,
2001,EUR,FRA,MONTHS1-59,0,0,,,
2007,AFR,BWA,MONTHS1-59,0,0,,,
2013,EMR,IRQ,MONTHS1-59,0,0.04948,,,
2003,AFR,CPV,MONTHS1-59,0,0,,,
2002,AMR,BRA,MONTHS1-59,0,0.01487,,,
2011,AFR,ERI,MONTHS1-59,0,0.00274,,,
2011,EUR,MCO,MONTHS1-59,0,0,,,
2008,AMR,ARG,MONTHS1-59,0,0,,,
2000,EMR,LBY,MONTHS1-59,0,0,,,
2007,EMR,EGY,MONTHS1-59,0,0.00509,,,
2003,SEAR,BGD,MONTHS1-59,0,0.01149,,,
2007,EMR,KWT,MONTHS1-59,0,0,,,
2000,AFR,GNB,MONTHS1-59,0,0.01886,,,
2012,,,MONTHS1-59,0,0.0126,,,
2013,,,MONTHS1-59,0,0.03116,,,
2013,AFR,ETH,MONTHS1-59,0,0.02409,,,
2005,AMR,TTO,MONTHS1-59,0,0,,,
2011,AFR,CAF,MONTHS1-59,0,0.01672,,,
2007,EUR,ALB,MONTHS1-59,0,0,,,
2008,EUR,GBR,MONTHS1-59,0,0,,,
2009,AMR,PRY,MONTHS1-59,0,0,,,
2013,EMR,MAR,MONTHS1-59,0,0.00243,,,
2002,EUR,LVA,MONTHS1-59,0,0,,,
2009,WPR,KOR,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.01109,,,
2003,AMR,PRY,MONTHS1-59,0,0,,,
2003,AMR,PER,MONTHS1-59,0,0,,,
2002,EUR,EST,MONTHS1-59,0,0,,,
2007,EUR,UKR,MONTHS1-59,0,0,,,
2010,AFR,SWZ,MONTHS1-59,0,0,,,
2002,EUR,DNK,MONTHS1-59,0,0,,,
2008,AMR,BRA,MONTHS1-59,0,0.00629,,,
2009,EUR,HUN,MONTHS1-59,0,0,,,
2008,WPR,COK,MONTHS1-59,0,0,,,
2009,WPR,NZL,MONTHS1-59,0,0,,,
2011,AFR,GHA,MONTHS1-59,0,0.00659,,,
2002,EUR,POL,MONTHS1-59,0,0,,,
2005,AFR,NER,MONTHS1-59,0,0.01607,,,
2013,,,MONTHS1-59,0,0.01416,,,
2004,EMR,YEM,MONTHS1-59,0,0.02703,,,
2001,AFR,MRT,MONTHS1-59,0,0.01436,,,
2012,AMR,CHL,MONTHS1-59,0,0,,,
2002,SEAR,TLS,MONTHS1-59,0.1,0.08177,,,
2004,AFR,GNQ,MONTHS1-59,0,0,,,
2011,AFR,MLI,MONTHS1-59,0,0.00909,,,
2012,EMR,SYR,MONTHS1-59,0.1,0.06461,,,
2006,,,MONTHS1-59,0,0.00131,,,
2005,AMR,URY,MONTHS1-59,0,0,,,
2005,AFR,ZWE,MONTHS1-59,0,0.0243,,,
2002,,,MONTHS1-59,0,0.01791,,,
2010,EUR,IRL,MONTHS1-59,0,0,,,
2010,EMR,LBN,MONTHS1-59,0,0,,,
2002,WPR,MYS,MONTHS1-59,0,0.01342,,,
2004,AMR,BHS,MONTHS1-59,0,0,,,
2013,AMR,CHL,MONTHS1-59,0,0,,,
2004,AMR,MEX,MONTHS1-59,0,0.00619,,,
2002,EMR,OMN,MONTHS1-59,0,0,,,
2005,AFR,KEN,MONTHS1-59,0,0.01157,,,
2001,,,MONTHS1-59,0,0.01683,,,
2008,,,MONTHS1-59,0,0.0145,,,
2000,AMR,TTO,MONTHS1-59,0,0,,,
2002,AMR,GRD,MONTHS1-59,0,0,,,
2008,AFR,GMB,MONTHS1-59,0,0.00657,,,
2004,AMR,USA,MONTHS1-59,0,0,,,
2013,WPR,NIU,MONTHS1-59,0,0,,,
2012,EUR,AZE,MONTHS1-59,0,0,,,
2009,SEAR,BTN,MONTHS1-59,0,0,,,
2003,WPR,MYS,MONTHS1-59,0,0.01355,,,
2006,EUR,MCO,MONTHS1-59,,,,,
2004,WPR,FJI,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.00761,,,
2008,EUR,AUT,MONTHS1-59,0,0,,,
2008,SEAR,THA,MONTHS1-59,0,0.00692,,,
2007,EMR,IRQ,MONTHS1-59,0,0.0486,,,
2007,WPR,KIR,MONTHS1-59,0,0,,,
2006,EUR,AND,MONTHS1-59,0,0,,,
2004,EUR,MLT,MONTHS1-59,0,0,,,
2010,EUR,ISR,MONTHS1-59,0,0,,,
2013,AMR,BRB,MONTHS1-59,0,0,,,
2000,AFR,COD,MONTHS1-59,0,0.01939,,,
2011,AMR,LCA,MONTHS1-59,0,0,,,
2013,AFR,COD,MONTHS1-59,0,0.01446,,,
2001,WPR,TUV,MONTHS1-59,0,0,,,
2001,EMR,MAR,MONTHS1-59,0,0.00333,,,
2013,SEAR,IND,MONTHS1-59,0,0.02971,,,
2003,,,MONTHS1-59,0,0.00046,,,
2010,AMR,CAN,MONTHS1-59,0,0,,,
2012,AFR,CAF,MONTHS1-59,0,0.01822,,,
2003,,,MONTHS1-59,0,0.00035,,,
2010,WPR,PNG,MONTHS1-59,0,0.02001,,,
2009,EUR,GRC,MONTHS1-59,0,0,,,
2012,WPR,WSM,MONTHS1-59,0,0,,,
2002,WPR,PHL,MONTHS1-59,0,0.02909,,,
2011,AFR,GAB,MONTHS1-59,0,0.04652,,,
2013,EMR,SYR,MONTHS1-59,0.1,0.06746,,,
2001,,,MONTHS1-59,0,0.0061,,,
2012,AMR,DOM,MONTHS1-59,0,0.03087,,,
2012,AFR,ETH,MONTHS1-59,0,0.02266,,,
2012,AMR,JAM,MONTHS1-59,0,0,,,
2000,WPR,TUV,MONTHS1-59,0,0,,,
2010,EMR,YEM,MONTHS1-59,0,0.03285,,,
2007,SEAR,THA,MONTHS1-59,0,0.00758,,,
2008,EUR,BIH,MONTHS1-59,0,0,,,
2007,,,MONTHS1-59,0,0,,,
2005,EUR,FIN,MONTHS1-59,0,0,,,
2013,WPR,TON,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.02643,,,
2004,AMR,PAN,MONTHS1-59,0,0,,,
2010,EUR,LUX,MONTHS1-59,0,0,,,
2007,AFR,MRT,MONTHS1-59,0,0.0137,,,
2007,EUR,MKD,MONTHS1-59,0,0,,,
2009,AMR,ECU,MONTHS1-59,0,0,,,
2012,SEAR,PRK,MONTHS1-59,0,0.02106,,,
2012,,,MONTHS1-59,0,0.01522,,,
2009,WPR,AUS,MONTHS1-59,0,0,,,
2003,AMR,ECU,MONTHS1-59,0,0,,,
2001,EUR,GEO,MONTHS1-59,0,0,,,
2001,EMR,EGY,MONTHS1-59,0,0.00628,,,
2003,SEAR,LKA,MONTHS1-59,0,0.0119,,,
2000,AMR,CHL,MONTHS1-59,0,0,,,
2010,AMR,PAN,MONTHS1-59,0,0,,,
2006,AFR,STP,MONTHS1-59,0,0,,,
2001,EUR,SVN,MONTHS1-59,0,0,,,
2001,EUR,UKR,MONTHS1-59,0,0,,,
2009,AMR,PER,MONTHS1-59,0,0,,,
2001,EUR,BLR,MONTHS1-59,0,0,,,
2006,AFR,GNB,MONTHS1-59,0,0.01983,,,
2013,,,MONTHS1-59,0,0.00019,,,
2001,EMR,KWT,MONTHS1-59,0,0,,,
2001,EUR,KAZ,MONTHS1-59,0,0,,,
2011,AMR,GTM,MONTHS1-59,0,0.01133,,,
2002,AFR,RWA,MONTHS1-59,0,0.0022,,,
2007,EUR,DEU,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.01279,,,
2002,,,MONTHS1-59,0,0.01141,,,
2011,AFR,ZWE,MONTHS1-59,0,0.0137,,,
2007,AFR,LSO,MONTHS1-59,0,0,,,
2013,EMR,LBY,MONTHS1-59,0,0,,,
2006,AMR,BRB,MONTHS1-59,0,0,,,
2005,AFR,GHA,MONTHS1-59,0,0.0082,,,
2004,EUR,RUS,MONTHS1-59,0,0,,,
2011,EUR,ISL,MONTHS1-59,0,0,,,
2000,AFR,STP,MONTHS1-59,0,0,,,
2011,,,MONTHS1-59,0,0.02127,,,
2000,SEAR,MDV,MONTHS1-59,0,0,,,
2001,EUR,AUT,MONTHS1-59,0,0,,,
2009,AFR,CIV,MONTHS1-59,0,0.01534,,,
2010,AFR,MWI,MONTHS1-59,0,0.0054,,,
2003,WPR,VNM,MONTHS1-59,0,0.01445,,,
2013,,,MONTHS1-59,0,0.01338,,,
2007,WPR,PHL,MONTHS1-59,0,0.01937,,,
2012,,,MONTHS1-59,0,0.01262,,,
2004,AFR,SLE,MONTHS1-59,0,0.011,,,
2002,EUR,GBR,MONTHS1-59,0,0,,,
2002,WPR,KHM,MONTHS1-59,0,0.01431,,,
2002,,,MONTHS1-59,0,0.01532,,,
2008,EUR,CHE,MONTHS1-59,0,0,,,
2011,AMR,TTO,MONTHS1-59,0,0,,,
2007,AFR,CMR,MONTHS1-59,0,0.00872,,,
2010,AMR,BHS,MONTHS1-59,0,0,,,
2003,WPR,FJI,MONTHS1-59,0,0,,,
2008,EUR,POL,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.0006,,,
2000,AMR,BRB,MONTHS1-59,0,0,,,
2002,EUR,UZB,MONTHS1-59,0,0,,,
2007,EUR,BGR,MONTHS1-59,0,0,,,
2012,WPR,TUV,MONTHS1-59,0,0,,,
2005,WPR,NRU,MONTHS1-59,0,0,,,
2005,AFR,GNB,MONTHS1-59,0,0.01931,,,
2011,AFR,COD,MONTHS1-59,0,0.01257,,,
2004,,,MONTHS1-59,0,0.00694,,,
2004,AFR,DZA,MONTHS1-59,0,0.01589,,,
2006,,,MONTHS1-59,0,0.02515,,,
2011,WPR,KIR,MONTHS1-59,0,0,,,
2005,AMR,JAM,MONTHS1-59,0,0,,,
2002,AFR,MOZ,MONTHS1-59,0,0.0182,,,
2002,AFR,TGO,MONTHS1-59,0,0.00891,,,
2010,AMR,HTI,MONTHS1-59,0,0.0069,,,
2003,AMR,DMA,MONTHS1-59,0,0,,,
2009,EUR,LUX,MONTHS1-59,0,0,,,
2000,AFR,BWA,MONTHS1-59,0,0,,,
2001,EUR,DNK,MONTHS1-59,0,0,,,
2004,AMR,ATG,MONTHS1-59,0,0,,,
2003,AFR,GNQ,MONTHS1-59,0,0,,,
2010,WPR,LAO,MONTHS1-59,0,0.02196,,,
2001,SEAR,TLS,MONTHS1-59,0.1,0.08433,,,
2000,EUR,ITA,MONTHS1-59,0,0,,,
2007,WPR,MHL,MONTHS1-59,0,0,,,
2007,EUR,SVK,MONTHS1-59,0,0,,,
2012,AMR,CRI,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.03417,,,
2011,,,MONTHS1-59,0,0.01488,,,
2009,,,MONTHS1-59,0,0.02572,,,
2010,EUR,AZE,MONTHS1-59,0,0,,,
2004,AMR,GTM,MONTHS1-59,0,0.01544,,,
2010,,,MONTHS1-59,0,0,,,
2001,WPR,JPN,MONTHS1-59,0,0,,,
2010,WPR,FSM,MONTHS1-59,0,0,,,
2001,AMR,PER,MONTHS1-59,0,0,,,
2006,EUR,TUR,MONTHS1-59,0,0.00129,,,
2011,EUR,GEO,MONTHS1-59,0,0,,,
2004,AFR,COD,MONTHS1-59,0,0.01675,,,
2005,EUR,KAZ,MONTHS1-59,0,0,,,
2005,EMR,MAR,MONTHS1-59,0,0.00285,,,
2006,,,MONTHS1-59,0,0.02132,,,
2005,,,MONTHS1-59,0,0.01402,,,
2009,EUR,ISL,MONTHS1-59,0,0,,,
2000,AMR,CUB,MONTHS1-59,0,0,,,
2001,,,MONTHS1-59,0,0.03242,,,
2009,SEAR,BGD,MONTHS1-59,0,0.00723,,,
2006,WPR,FSM,MONTHS1-59,0,0,,,
2010,EMR,JOR,MONTHS1-59,0,0,,,
2007,SEAR,NPL,MONTHS1-59,0,0.02843,,,
2001,,,MONTHS1-59,0,0.01742,,,
2008,,,MONTHS1-59,0,0.01932,,,
2011,EMR,SOM,MONTHS1-59,0,0.02148,,,
2004,AFR,BDI,MONTHS1-59,0,0.00419,,,
2005,WPR,PLW,MONTHS1-59,0,0,,,
2013,AMR,VCT,MONTHS1-59,0,0,,,
2009,,,MONTHS1-59,0,0.02192,,,
2007,,,MONTHS1-59,0,0.00026,,,
2005,AFR,STP,MONTHS1-59,0,0,,,
2013,EUR,POL,MONTHS1-59,0,0,,,
2006,AMR,NIC,MONTHS1-59,0,0,,,
2010,AMR,CUB,MONTHS1-59,0,0,,,
2000,EUR,DNK,MONTHS1-59,0,0,,,
2001,AFR,MOZ,MONTHS1-59,0,0.0192,,,
2013,WPR,KHM,MONTHS1-59,0,0.01128,,,
2000,AFR,LSO,MONTHS1-59,0,0,,,
2006,AFR,CMR,MONTHS1-59,0,0.00865,,,
2011,EMR,SYR,MONTHS1-59,0.1,0.06547,,,
2000,AFR,GMB,MONTHS1-59,0,0.00692,,,
2007,WPR,KOR,MONTHS1-59,0,0,,,
2013,AFR,RWA,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00954,,,
2010,,,MONTHS1-59,0,0.00468,,,
2005,EUR,ALB,MONTHS1-59,0,0,,,
2002,EUR,ISR,MONTHS1-59,0,0,,,
2005,AMR,COL,MONTHS1-59,0,0.01783,,,
2008,AMR,BOL,MONTHS1-59,0,0.01544,,,
2008,EMR,TUN,MONTHS1-59,0,0,,,
2008,EMR,LBN,MONTHS1-59,0,0,,,
2011,EMR,IRQ,MONTHS1-59,0,0.04638,,,
2003,AFR,BFA,MONTHS1-59,0,0.00758,,,
2001,AMR,ECU,MONTHS1-59,0,0,,,
2004,,,MONTHS1-59,0,0.03278,,,
2002,AFR,MWI,MONTHS1-59,0,0.00598,,,
2008,EUR,KGZ,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.00944,,,
2010,EUR,TJK,MONTHS1-59,0,0,,,
2000,EUR,BGR,MONTHS1-59,0,0,,,
2001,EUR,LVA,MONTHS1-59,0,0,,,
2008,AFR,CPV,MONTHS1-59,0,0,,,
2002,AFR,GIN,MONTHS1-59,0,0.01989,,,
2006,WPR,KHM,MONTHS1-59,0,0.01452,,,
2005,EUR,BLR,MONTHS1-59,0,0,,,
2000,WPR,VUT,MONTHS1-59,0,0,,,
2002,EMR,TUN,MONTHS1-59,0,0,,,
2013,,,MONTHS1-59,0,0.01939,,,
2012,EUR,FRA,MONTHS1-59,0,0,,,
2009,AMR,MEX,MONTHS1-59,0,0.01534,,,
2006,,,MONTHS1-59,0,0.02848,,,
2010,AMR,URY,MONTHS1-59,0,0,,,
2012,SEAR,THA,MONTHS1-59,0,0.00597,,,
2010,,,MONTHS1-59,0,0.0118,,,
2007,,,MONTHS1-59,0,0.0138,,,
2013,,,MONTHS1-59,0,0.00761,,,
2005,EUR,UKR,MONTHS1-59,0,0,,,
2007,AMR,DMA,MONTHS1-59,0,0,,,
2004,WPR,KIR,MONTHS1-59,0,0,,,
2008,AMR,VEN,MONTHS1-59,0,0,,,
2000,EUR,BIH,MONTHS1-59,0,0,,,
2013,WPR,AUS,MONTHS1-59,0,0,,,
2003,AFR,KEN,MONTHS1-59,0,0.01283,,,
2010,AMR,BRB,MONTHS1-59,0,0,,,
2006,EUR,CZE,MONTHS1-59,0,0,,,
2009,AFR,CAF,MONTHS1-59,0,0.01893,,,
2009,AFR,GHA,MONTHS1-59,0,0.00713,,,
2004,SEAR,PRK,MONTHS1-59,0,0.01839,,,
2006,EUR,UZB,MONTHS1-59,0,0,,,
2011,EUR,AUT,MONTHS1-59,0,0,,,
2009,AFR,MLI,MONTHS1-59,0,0.00903,,,
2013,AFR,UGA,MONTHS1-59,0,0.01556,,,
2005,AMR,CRI,MONTHS1-59,0,0,,,
2002,AMR,KNA,MONTHS1-59,0,0,,,
2010,,,MONTHS1-59,0,0.00463,,,
2010,,,MONTHS1-59,0,0.01725,,,
2003,EUR,MCO,MONTHS1-59,0,0,,,
2012,AMR,PER,MONTHS1-59,0,0,,,
2004,WPR,TUV,MONTHS1-59,0,0,,,
2005,EMR,QAT,MONTHS1-59,0,0,,,
2003,AFR,ERI,MONTHS1-59,0,0.00319,,,
2004,AMR,BRB,MONTHS1-59,0,0,,,
2005,EMR,KWT,MONTHS1-59,0,0,,,
2006,WPR,MHL,MONTHS1-59,0,0,,,
2003,,,MONTHS1-59,0,0.02865,,,
2010,,,MONTHS1-59,0,0.02089,,,
2013,SEAR,BTN,MONTHS1-59,0,0,,,
2003,AMR,GTM,MONTHS1-59,0,0.01625,,,
2007,AMR,PRY,MONTHS1-59,0,0,,,
2001,AFR,NGA,MONTHS1-59,0,0.01569,,,
2003,AMR,BLZ,MONTHS1-59,0,0,,,
2001,EMR,TUN,MONTHS1-59,0,0,,,
2010,EMR,LBY,MONTHS1-59,0,0,,,
2004,EMR,SYR,MONTHS1-59,0.1,0.09477,,,
2012,EUR,UZB,MONTHS1-59,0,0,,,
2002,EUR,NLD,MONTHS1-59,0,0,,,
2000,,,MONTHS1-59,0,0.01747,,,
2011,WPR,SGP,MONTHS1-59,0,0,,,
2005,EUR,SVN,MONTHS1-59,0,0,,,
2008,WPR,CHN,MONTHS1-59,0,0.02278,,,
2010,AMR,VCT,MONTHS1-59,0,0,,,
2002,EUR,LUX,MONTHS1-59,0,0,,,
2012,,,MONTHS1-59,0,0.0294,,,
2012,,,MONTHS1-59,0,0,,,
